,OR,log_OR,p-value,2.5%,97.5%
Slope_Alpha_channel52,0.8330484208607629,-0.18266351022044844,0.7209239718003826,0.3057846523656747,2.269471885295022
Slope_Alpha_channel22,0.8324089481650716,-0.18343143468253234,0.6427913068978087,0.3834325272413191,1.8071097461932095
Slope_Theta_channel9,0.8294697193037265,-0.18696867477536502,0.7876533762880848,0.21279473327201942,3.233256785365521
Slope_Alpha_channel28,0.826756742674181,-0.19024477151493005,0.6669655530426681,0.34758236784040725,1.9665172195128835
Slope_Alpha_channel32,0.8229623603080829,-0.1948448140920225,0.6667035087286926,0.3390651429884604,1.9974540600503443
Slope_Theta_channel39,0.8227124939486565,-0.19514847840420432,0.7823438840598698,0.20605204935370597,3.2848780190355553
Slope_Theta_channel56,0.8175702264299538,-0.20141847601040472,0.7461379779571133,0.24150925967951703,2.7676830115405147
Slope_Theta_channel26,0.8158356654398535,-0.20354233469213454,0.7754684462193306,0.20145463665310956,3.303909227712555
Slope_Alpha_channel95,0.8149103904744391,-0.20467712212436737,0.6409628575859478,0.34476803655659527,1.9261615755792116
Slope_Alpha_channel30,0.8106967996174422,-0.20986115467427158,0.6250195061755093,0.3494344860191075,1.8808369728969028
Slope_Gamma_channel8,0.8103873182328962,-0.21024297494491404,0.8743212182142307,0.059878641080063355,10.96764378260687
Slope_Beta_channel39,0.8101432140743005,-0.21054423944512,0.7719693051242661,0.1950519895383031,3.364908139948766
Slope_Alpha_channel13,0.8099480757961681,-0.2107851373257469,0.6836447572160369,0.2938700398071055,2.232333333185377
Slope_Delta_channel86,0.8074247186521352,-0.21390545590666976,0.9132206118194247,0.017231528929138686,37.83382652644662
Slope_Beta_channel53,0.8066746009004776,-0.21483491272084768,0.7676653168496697,0.19395904552828333,3.3549552173015593
Slope_Theta_channel101,0.8063323139301665,-0.21525932128636827,0.7733619658625726,0.18631940183097712,3.489555001243462
Slope_Gamma_channel31,0.8022383884342209,-0.22034947284671902,0.8653844365475882,0.06279155459190011,10.249569963036981
Slope_Gamma_channel87,0.7993033128496431,-0.22401478967009647,0.8683446043478614,0.056542379639522335,11.299237669258657
Slope_Theta_channel2,0.7972477676982195,-0.2265897730981234,0.8089122566344045,0.12706715064062665,5.002111087683232
Slope_Theta_channel54,0.7952427815417521,-0.22910782536138272,0.776244373962136,0.16381126700110646,3.8606079616610938
Slope_Theta_channel91,0.7930961157375,-0.2318108594745195,0.7611696630377606,0.17788410926238687,3.5360182053704725
Slope_Theta_channel33,0.7849107639323721,-0.24218524418066503,0.795084452811309,0.12620258540084994,4.881713836369242
Slope_Theta_channel97,0.7835527608325383,-0.24391687952663235,0.7446859394333107,0.18051509402637697,3.4011279351442014
Slope_Theta_channel63,0.7787608865269857,-0.2500512294892801,0.7161111672307146,0.20235913276477188,2.996991092511122
Slope_Theta_channel113,0.7759459121949339,-0.25367246200785487,0.7362293701330584,0.17734401492326393,3.395051470513684
Slope_Gamma_channel85,0.7752247729432942,-0.25460226207499476,0.8397080171108606,0.0657632300228615,9.138441776294496
Slope_Beta_channel58,0.7751997428009193,-0.25463455018979547,0.7425470258234941,0.16965823853913242,3.542030416047277
Slope_Beta_channel105,0.7742276161258118,-0.2558893709428484,0.7576090591692175,0.15244302223711598,3.9321471903087994
Slope_Alpha_channel23,0.7693716911864891,-0.2621810827038591,0.5545289258786582,0.322489566722199,1.8355099211909225
Slope_Theta_channel84,0.7662885345763053,-0.26619650317394844,0.7410559618384678,0.158019786199702,3.7159784375420757
Slope_Alpha_channel97,0.7634959664756186,-0.2698474372770006,0.571308400469799,0.29996875093793113,1.9432893893176115
Slope_Beta_channel2,0.7613399659589687,-0.2726752850572562,0.8092508359549094,0.08318935507759048,6.967700894252353
Slope_Theta_channel25,0.7608256668310068,-0.2733510316862085,0.7093100394886378,0.1807687709045894,3.2021885882842502
Slope_Theta_channel3,0.7602733968957961,-0.27407717763244904,0.7829336306477102,0.10818281253261393,5.342952586421417
Slope_Alpha_channel24,0.7564701931394688,-0.27909214753529515,0.5432441349862173,0.30761477914761076,1.8602719761844377
Slope_Delta_channel56,0.7527057544614034,-0.28408089187800417,0.8788395845469078,0.0195148614510869,29.03253780301653
Slope_Theta_channel112,0.7397880199982708,-0.30139159328306664,0.6885903242109594,0.16942411061887988,3.2302740886985344
Slope_Alpha_channel31,0.7372189962221313,-0.30487028544720207,0.4646507168265477,0.32560957353211706,1.6691519309310436
Slope_Theta_channel77,0.7303429801021952,-0.31424101942152816,0.7269951864794721,0.12513441345722268,4.262623317181242
Slope_Delta_channel24,0.7189549969043978,-0.329956514451717,0.8989513965311026,0.004415375380210413,117.06734831437373
Slope_Gamma_channel110,0.7080906190714188,-0.3451832004401003,0.7772947690237624,0.0647573775582877,7.742628619660289
Slope_Gamma_channel62,0.7027786188676122,-0.3527133459156822,0.7431143858891116,0.08525776250890238,5.792994943843347
Slope_Theta_channel80,0.6998600890932114,-0.35687483663993097,0.6621124273413539,0.14121391175263115,3.4685261404242027
Slope_Theta_channel95,0.6989836846953688,-0.3581278779429496,0.6568129027837728,0.14400701111338718,3.3927389207850553
Slope_Beta_channel101,0.6887849529650139,-0.37282617139611596,0.6423754797772434,0.14279038740827935,3.322525556811452
Slope_Theta_channel40,0.6848901110119191,-0.37849687546928795,0.6759698714493669,0.11609267939684743,4.040517167826319
Slope_Gamma_channel11,0.6846636231646508,-0.3788276224033894,0.8113797415254097,0.03049854048750279,15.370056054880058
Slope_Beta_channel37,0.684437927962343,-0.3791573206703534,0.6752119856279943,0.11616723370400198,4.032593893274805
Slope_Beta_channel85,0.6829605322407424,-0.3813182069657266,0.618048830974785,0.1525592335119257,3.057403199145572
Slope_Gamma_channel6,0.6807529005221171,-0.384555886663027,0.8028362084666584,0.03326317936524709,13.932057019584084
Slope_Gamma_channel34,0.6803797089517226,-0.38510424113950964,0.8348389617621796,0.018220449439107726,25.406428633952537
Slope_Theta_channel114,0.6770810220972167,-0.3899643350959821,0.61090195270385,0.15074011984318783,3.0412521295665482
Slope_Theta_channel34,0.6722680209246054,-0.39709817731316704,0.6823922071715367,0.10034980425803845,4.503688824302644
Slope_Theta_channel105,0.6621230199689692,-0.4123039095406918,0.6145880775960466,0.13303290856517938,3.2954770237022277
Slope_Beta_channel103,0.6618864641532131,-0.41266124205395555,0.6161273632240909,0.13187253836528617,3.3220994822722347
Slope_Theta_channel100,0.659499030313434,-0.4162747771618093,0.5461405916546331,0.1706612159616342,2.5485519280615994
Slope_Delta_channel76,0.6588419053236718,-0.4172716741349974,0.8360057708142167,0.01267558791954975,34.24477499312276
Slope_Gamma_channel109,0.6562683478824506,-0.42118550678912015,0.7317060647287532,0.05907664416677429,7.29032853011288
Slope_Beta_channel43,0.65460776771068,-0.4237190506385627,0.7184427006910555,0.06540668406763665,6.55149142103028
Slope_Theta_channel98,0.6372028721287608,-0.45066719353524565,0.5138802938211574,0.16468303719326624,2.4655089386810514
Slope_Theta_channel67,0.6367623016367229,-0.45135884589541053,0.5297556188490268,0.1557999180292183,2.6024803729977366
Slope_Gamma_channel83,0.6363372650158333,-0.45202656529115115,0.720724405021216,0.05338164694381543,7.58547437238153
Slope_Beta_channel6,0.6303558918981987,-0.4614707113219713,0.6216793457508116,0.10082855363772754,3.9408335844866835
Slope_Theta_channel96,0.6278927593462038,-0.46538589246829165,0.5111902721247025,0.15664754143041867,2.5167922435253254
Slope_Theta_channel41,0.6261412896060988,-0.46817923110279436,0.5565952939493263,0.13146729905545274,2.9821325711135285
Slope_Theta_channel115,0.6232009770920125,-0.47288621656416313,0.5307094042058254,0.14209203243018348,2.7332951130758736
Slope_Delta_channel19,0.6219327818872074,-0.4749232597881473,0.8342403970005929,0.007277261221131945,53.15191710622634
Slope_Theta_channel50,0.6186291970734914,-0.4802492212134147,0.6421517816049733,0.08160796385238232,4.689518833775199
Slope_Theta_channel111,0.6149443351213917,-0.48622352726981427,0.5285759529521723,0.13554441716928894,2.7899086011457763
Slope_Theta_channel49,0.6059588796556153,-0.5009431505688713,0.6359072869962161,0.0761679330011312,4.8207447591893455
Slope_Beta_channel7,0.6026145417268051,-0.5064775209362017,0.5568309608424294,0.11124912121275929,3.2642440851834587
Slope_Theta_channel116,0.5888700861990345,-0.5295496863838668,0.4852058352182679,0.13310625106921076,2.6051967930473126
Slope_Theta_channel38,0.5863678349632296,-0.5338079816139178,0.5375639625439418,0.10743420364775404,3.2003517148670486
Slope_Gamma_channel59,0.5788048967847409,-0.5467898240243468,0.6351747471006552,0.06047273941762793,5.539936040078531
Slope_Beta_channel46,0.577573790920654,-0.5489190682629274,0.5291232725062686,0.10451617209699392,3.1917690560736687
Slope_Theta_channel94,0.5730008430947815,-0.5568680908988787,0.42831901564446495,0.14444934935280712,2.272976428473957
Slope_Beta_channel81,0.5694432098346964,-0.5630962204092651,0.5297733858959375,0.09832140211272146,3.2980161212010057
Slope_Beta_channel33,0.5688355110541973,-0.56416397091199,0.5296543679218157,0.09793972538338584,3.3038058598761384
Slope_Theta_channel71,0.5666812648775638,-0.5679582763891203,0.4833264958929062,0.11578399754079438,2.77350638070768
Slope_Gamma_channel57,0.5643122735702192,-0.5721475041634391,0.5645987094436464,0.0805465358949855,3.9535945098517287
Slope_Theta_channel109,0.5638603781745245,-0.5729486145593768,0.4504639581932608,0.12732439826834874,2.4970746408322375
Slope_Gamma_channel107,0.5622655115823982,-0.5757811001152646,0.6832762507429955,0.03537459735158974,8.936992338679117
Slope_Theta_channel78,0.5587110887150525,-0.5821227753629028,0.5614514050201991,0.07832152876486154,3.9855973903462276
Slope_Delta_channel73,0.5586364147647457,-0.5822564382568285,0.7869945787842658,0.008184111511482508,38.13176830048818
Slope_Gamma_channel22,0.5578763327905046,-0.5836179669869266,0.6297847772895648,0.05199301299213991,5.985919737616125
Slope_Theta_channel88,0.5470402700147571,-0.6032328594989216,0.5338216136718763,0.08179807543631838,3.658436404787951
Slope_Theta_channel86,0.5451096171185739,-0.6067683722156294,0.5665852602148831,0.0684316254387183,4.342210093215689
Slope_Theta_channel43,0.5448335704716585,-0.6072749062367794,0.5767865344642704,0.06457084911428322,4.597176954998928
Slope_Beta_channel4,0.5402111373197068,-0.6157952208059632,0.655965175358568,0.03597163804830212,8.112726823626694
Slope_Theta_channel92,0.5399899024510968,-0.6162048387632841,0.37729777731155245,0.13749752626813944,2.1206861146032945
Slope_Theta_channel27,0.5396979522068415,-0.6167456436822454,0.465101276310114,0.10315078716115345,2.823767880328419
Slope_Beta_channel107,0.5357784574364053,-0.6240345290322861,0.48634187619551794,0.09245896666857083,3.1047129964357745
Slope_Gamma_channel105,0.5291124335800049,-0.636554329858451,0.5981898401221948,0.04959143118942441,5.6453294582201465
Slope_Theta_channel110,0.5256948213476521,-0.6430344221703459,0.4011812372489427,0.11715117948987373,2.3589608435451335
Slope_Theta_channel6,0.5229364566133115,-0.6482953201699758,0.49270381332499713,0.08204447267662625,3.3331012892620238
Slope_Delta_channel58,0.5203212408798006,-0.6533088872258747,0.724552337214069,0.013745432632369901,19.696302106426835
Slope_Beta_channel47,0.5161655925476112,-0.6613276491930883,0.508274048762114,0.07275196576896066,3.6621267358757277
Slope_Gamma_channel96,0.5114110661508856,-0.6705815774250949,0.6028720100232957,0.04089381208619696,6.395619905287933
Slope_Gamma_channel95,0.5082241372284595,-0.6768327136937271,0.5603426348053413,0.052086124934082684,4.958936261595419
Slope_Theta_channel104,0.5065620586941081,-0.6801084382300994,0.36847783555226066,0.11505873531544329,2.230209802019015
Slope_Delta_channel68,0.504081137489122,-0.6850180367862068,0.7337182210121383,0.009737790560816409,26.09398832162023
Slope_Gamma_channel51,0.501829944917288,-0.6894939718257377,0.5807204640435684,0.04344855103426227,5.7961263982566384
Slope_Gamma_channel101,0.4982077362820286,-0.6967381478080857,0.574662825045477,0.04371461002624424,5.677986109043383
Slope_Delta_channel54,0.49724519450688126,-0.6986720254337555,0.7326428685796498,0.00902974734008104,27.382026777503064
Slope_Theta_channel74,0.4943747329834966,-0.7044614805696003,0.43093908651564705,0.08564325141444447,2.853772744215107
Slope_Delta_channel70,0.4923496145942536,-0.7085662160767839,0.7247264869595089,0.009540118532112712,25.409342889729007
Slope_Gamma_channel12,0.48926796974242104,-0.7148449442186293,0.5179849718674374,0.05601368620048681,4.273654573617228
Slope_Theta_channel108,0.4828763706027937,-0.7279946195781953,0.36189790077483486,0.10096950291100198,2.3093070933710576
Slope_Beta_channel87,0.4814658735786194,-0.7309199254818523,0.38656603025340996,0.09204940162694247,2.5183149843852273
Slope_Theta_channel102,0.4801949197582315,-0.7335631746798691,0.3262361902110682,0.11101529824272417,2.077075543745853
Slope_Gamma_channel103,0.4781297969638081,-0.7378730415861847,0.5369599108119953,0.04594911237594524,4.975245242481129
Slope_Theta_channel106,0.4737258475133733,-0.7471265053872163,0.3478069603156272,0.09957524475082256,2.253734642217989
Slope_Gamma_channel33,0.4428763991062203,-0.8144645566567656,0.629284469957788,0.016223457193812844,12.08987101467461
Slope_Gamma_channel30,0.43887933726432415,-0.8235307618552214,0.5648528267690988,0.026583015322708285,7.245794742970065
Slope_Gamma_channel58,0.4230046152726683,-0.860372189185291,0.4996060982010263,0.034798311599397946,5.141999606241641
Slope_Delta_channel47,0.41990003259045006,-0.8677386136772031,0.6724805974514776,0.007515347952929672,23.460794959031613
Slope_Gamma_channel56,0.41919908639268716,-0.8694093253844373,0.3980972057741552,0.055802752781745756,3.149089700283529
Slope_Beta_channel34,0.41689675472957444,-0.8749166784155027,0.40800147176505763,0.05247597303897967,3.3120472863828256
Slope_Delta_channel90,0.4150471915703186,-0.8793630505891831,0.6599331159752717,0.008259388778193792,20.856769896244113
Slope_Delta_channel23,0.4144682464225913,-0.8807589142831277,0.7231742384518738,0.0031695584113544634,54.19806326244942
Slope_Gamma_channel9,0.41023213968555605,-0.8910320851563155,0.4895443626823227,0.03276982441635573,5.135529757278598
Slope_Gamma_channel108,0.4075644129503052,-0.8975562902030368,0.5025520434408333,0.029560491093036066,5.619282513972143
Slope_Gamma_channel116,0.40691981451984865,-0.899139128871476,0.4684243226351803,0.035803158184639444,4.62483601572076
Slope_Delta_channel45,0.39279623004559683,-0.9344643001914765,0.6179938994402732,0.009980932732700804,15.458362707177903
Slope_Gamma_channel90,0.38856876269551155,-0.9452851294810227,0.45386450479330265,0.03274768516937396,4.610575757089678
Slope_Gamma_channel98,0.3746200004430861,-0.9818430989316295,0.4278646966048827,0.033074108861957996,4.243202600490854
Slope_Gamma_channel55,0.36985430084453247,-0.9946461323974256,0.33487818143544357,0.04898619363558759,2.7924644415282933
Slope_Delta_channel111,0.36124395650711366,-1.0182017690875058,0.7067352935671395,0.0017957981915924502,72.66807413209004
Slope_Theta_channel45,0.3591406201011769,-1.0240412677418842,0.35410600440316653,0.04117236719966179,3.1327318242638578
Slope_Gamma_channel115,0.35768819596773493,-1.0280936330723083,0.400966085453627,0.03247682245036242,3.9394508416024236
Slope_Beta_channel3,0.3532758551934513,-1.0405060677577793,0.39978212868158103,0.03135090135295973,3.9808689535773754
Slope_Gamma_channel17,0.3477175078401709,-1.0563648879424457,0.38557874758551347,0.031981838742886876,3.7805038737952645
Slope_Gamma_channel84,0.3470566406226898,-1.0582672828955555,0.4869438904786686,0.01756380196455,6.857758476405873
Slope_Gamma_channel50,0.34511014346497904,-1.063891656482035,0.5564609380185122,0.009956885351775942,11.961673446523626
Slope_Delta_channel31,0.34340777904407976,-1.0688366777640395,0.6514747036318085,0.003324420896159349,35.47351746110995
Slope_Delta_channel112,0.33837879265144905,-1.0835893226835953,0.6866551979833417,0.0017496305251634983,65.44250667183154
Slope_Theta_channel82,0.3382209988960847,-1.0840557542734255,0.26046429463896603,0.05119092845366211,2.2346428859522245
Slope_Gamma_channel81,0.33671534289153454,-1.0885173854198917,0.5362445195258776,0.010695757208875618,10.600205289297364
Slope_Gamma_channel53,0.331422986058707,-1.1043598159281718,0.3614134689305448,0.03093195035972597,3.5510594841470255
Slope_Gamma_channel37,0.32511834561860353,-1.123566022570478,0.3436127010984914,0.031782634390047665,3.3257765029974036
Slope_Gamma_channel94,0.3212826605457392,-1.1354339808720049,0.3222598585904817,0.03392100265919388,3.043027619331631
Slope_Beta_channel1,0.3192044352877433,-1.141923518491291,0.3592250689883376,0.027790808303198914,3.6663730826295784
Slope_Gamma_channel26,0.31194245169108226,-1.164936557893664,0.35001756694421626,0.027104380186527346,3.590124271331307
Slope_Delta_channel46,0.31002710088972096,-1.1710955630991389,0.5662064432114433,0.005671265275130949,16.948035160260748
Slope_Delta_channel60,0.3080397292605933,-1.1775265132213775,0.5759354001756576,0.004973068978590068,19.08046624960383
Slope_Gamma_channel93,0.3056286538771214,-1.185384463398302,0.3812670197462851,0.021517557856449255,4.341053696423302
Slope_Gamma_channel19,0.3051716793677789,-1.1868807775609906,0.33297346303026965,0.027607369641351447,3.3733657026367663
Slope_Gamma_channel88,0.3025578113615459,-1.1954829078318063,0.42249120133671636,0.016298708771867742,5.616471249176059
Slope_Delta_channel30,0.2992498054918683,-1.2064765845296683,0.6598276154257956,0.0013894646990296059,64.44960145404376
Slope_Theta_channel72,0.29244284260900066,-1.2294860412889832,0.27306195929450583,0.032449038329143365,2.635604030102254
Slope_Delta_channel25,0.2869167646081938,-1.2485631240728785,0.5984411313610449,0.002752535154199922,29.907421777202334
Slope_Gamma_channel15,0.28457811223307405,-1.2567475034059061,0.40465131920379704,0.014808868169123395,5.468662495827589
Slope_Gamma_channel100,0.2822016820779992,-1.265133278992955,0.31546573757743557,0.02386566012351443,3.3369196140184028
Slope_Gamma_channel102,0.280066043921897,-1.2727298324764815,0.2650627623092999,0.029868581870621032,2.6260700724868746
Slope_Gamma_channel97,0.2728711875595219,-1.2987554355902182,0.3154174388586356,0.021615789375974047,3.444643344041121
Slope_Gamma_channel89,0.27059183876580795,-1.3071437234718537,0.3641685374522585,0.016076643801469004,4.554429650296196
Slope_Beta_channel5,0.26719675792295733,-1.3197699709151245,0.2610234596387777,0.026751726117870706,2.6687663865116624
Slope_Gamma_channel25,0.2635894273013069,-1.3333625860302958,0.33038356347895304,0.017983854181216875,3.8634313582011948
Slope_Gamma_channel91,0.26356303293855726,-1.3334627254197988,0.3410294988876923,0.016934657353391194,4.101970939368338
Slope_Beta_channel44,0.2623561949972062,-1.3380521756454344,0.3862122033294284,0.012719605898242529,5.411391956956972
Slope_Gamma_channel14,0.26103913113401184,-1.34308495518096,0.2821413717034983,0.022581136987697887,3.0176260841215843
Slope_Delta_channel38,0.25685947485725386,-1.3592261340700256,0.5799563635022549,0.0020855046885602867,31.63588659658723
Slope_Gamma_channel114,0.24870171476802888,-1.3915010332708186,0.28588250816555727,0.019311305177665553,3.20291882705543
Slope_Delta_channel10,0.24815309005082725,-1.3937094246755128,0.6159642803286653,0.0010703598044549073,57.532014791170404
Slope_Gamma_channel24,0.24273058801400016,-1.4158031419948438,0.2960654732455651,0.017052376389617332,3.455127720116225
Slope_Gamma_channel106,0.24231503965746587,-1.4175165826878187,0.2889177719302968,0.017644975110379227,3.3276656995486866
Slope_Gamma_channel68,0.23591679076456584,-1.4442761176340773,0.2575738446359398,0.019358921309175534,2.8749913941884944
Slope_Gamma_channel67,0.2337288748035909,-1.4535934900692262,0.24644060409997526,0.020007298662657623,2.730462909463867
Slope_Gamma_channel23,0.23347084493534104,-1.4546980707595965,0.2713709790960461,0.017477025949438924,3.118873634021924
Slope_Delta_channel51,0.23175960921364824,-1.4620546116907056,0.5077660743590657,0.003062191218925193,17.540549437574207
Slope_Gamma_channel63,0.22962634229346124,-1.4713018898745533,0.22205002046069933,0.021647407175433515,2.4357770262164387
Slope_Gamma_channel92,0.22693241684945747,-1.4831030289592073,0.23107614031599044,0.0200338475267089,2.57056572625298
Slope_Gamma_channel65,0.2233157151686069,-1.4991687456817473,0.19760865291805352,0.022827896805277886,2.1846037357999735
Slope_Beta_channel42,0.22248180204209833,-1.502909969295549,0.31668189275256087,0.011740209550033723,4.2161216994425175
Slope_Gamma_channel29,0.21956485972058915,-1.5161076016385446,0.33185742117449923,0.010272048849917727,4.693194933989056
Slope_Gamma_channel104,0.21632007627691083,-1.5309961335161408,0.21047345197862743,0.019698501333681565,2.3755297221741922
Slope_Delta_channel36,0.21599664247761538,-1.5324924155038966,0.5884565610780929,0.0008386399922221949,55.63120050831279
Slope_Gamma_channel45,0.21384499674446372,-1.542503840680814,0.36705961224494976,0.007489571965346317,6.105780523136368
Slope_Gamma_channel21,0.2094547269649858,-1.5632476633787975,0.2857171133123979,0.011875861547905453,3.6941557857513354
Slope_Delta_channel13,0.20471074161287756,-1.5861573127875124,0.3677567865676191,0.006488188885051726,6.458888369949212
Slope_Gamma_channel20,0.20394849521393366,-1.5898877914564598,0.24522578691992003,0.013960519457539903,2.9794728503145325
Slope_Delta_channel53,0.20343936362633058,-1.5923872859387838,0.45543465834531116,0.00310760648040813,13.318151745922101
Slope_Delta_channel100,0.2026599437541893,-1.5962258584998048,0.39872236236152325,0.00497440651914557,8.256472936897351
Slope_Delta_channel71,0.20040334925285788,-1.607423197072473,0.41541951424870227,0.004186310509617673,9.593531655020692
Slope_Delta_channel104,0.20001860792936438,-1.609344877115198,0.42622731084089516,0.003796584101872803,10.537747207618994
Slope_Theta_channel73,0.19540282923539118,-1.6326920602797554,0.16944406628457231,0.01903103078941958,2.00631621564204
Slope_Beta_channel40,0.19480358120549618,-1.6357635039308989,0.23472137322423547,0.013117574646288857,2.892946011267599
Slope_Delta_channel5,0.19442039269242625,-1.637732491776285,0.48755472562771796,0.0019082104967422977,19.808762795932772
Slope_Gamma_channel52,0.188812366184007,-1.6670015285597237,0.2478452533115586,0.011172112672313973,3.190990877880191
Slope_Gamma_channel99,0.18442944518862064,-1.6904882995410355,0.23137583587095512,0.011575094630001283,2.938569518422905
Slope_Delta_channel48,0.1837496905816591,-1.694180824799947,0.36270596720597925,0.004785175203234124,7.055948289215337
Slope_Delta_channel28,0.1815784120210039,-1.7060676964176418,0.4837027110253064,0.0015330190783050845,21.50705113762973
Slope_Gamma_channel80,0.18106775343877954,-1.7088839893686574,0.18760766901271209,0.014253957708924014,2.3001002251354046
Slope_Delta_channel80,0.18049171865150146,-1.7120703823088064,0.4033654331231068,0.0032544276934598697,10.010134982332017
Slope_Delta_channel16,0.17819254485999916,-1.7248906006230436,0.3541466790454746,0.004637823975761618,6.846439884227912
Slope_Gamma_channel112,0.17551792221411863,-1.7400141204120296,0.26600681005253024,0.008180134113953534,3.766019063894334
Slope_Gamma_channel28,0.1753036578344527,-1.7412356211320117,0.22932040470581505,0.010252778011465622,2.997370314247722
Slope_Gamma_channel13,0.17498538815277775,-1.743052804814472,0.18640874897817294,0.013185051152522866,2.322318337090364
Slope_Gamma_channel61,0.17434934758242712,-1.746694247866749,0.20684310527718786,0.011576396111174878,2.625834042865431
Slope_Gamma_channel32,0.1735092237370422,-1.7515245182587893,0.24376391457709257,0.009125819257566802,3.298931292866512
Slope_Delta_channel27,0.17312404948080964,-1.7537468924191606,0.5059611634772574,0.0009863446351310683,30.38688044838515
Slope_Gamma_channel70,0.17221611301383746,-1.7590051198571188,0.17622410072575578,0.013459047001149301,2.2036024971948045
Slope_Gamma_channel60,0.17070564764340287,-1.7678145645304344,0.15583477889704045,0.014858366021971275,1.9612128341880433
Slope_Gamma_channel36,0.16922370683474297,-1.77653373030824,0.26973119638385956,0.007216565428356348,3.968184483212447
Slope_Gamma_channel75,0.16881261654905066,-1.7789659570242058,0.28846979351034474,0.006322034520150475,4.507678566971589
Slope_Delta_channel91,0.16503656719791018,-1.80158821025423,0.44711746266007624,0.0015863778850793676,17.169344560742942
Slope_Gamma_channel48,0.16337453387105094,-1.8117099601646922,0.2081562915867129,0.009726575992437446,2.744155634864313
Slope_Gamma_channel18,0.16323835549201618,-1.8125438426681746,0.18724815920843796,0.011038450523378514,2.413994667757239
Slope_Delta_channel74,0.1628683961059581,-1.814812790139894,0.37236201418668935,0.0030209410530458933,8.780745464524065
Slope_Delta_channel102,0.15953153343640208,-1.835513674502038,0.3675871917179234,0.002942972266549402,8.647825346451548
Slope_Gamma_channel86,0.15265530897283025,-1.8795727816780092,0.20062921232142916,0.008581442491045818,2.7155857982974436
Slope_Delta_channel52,0.1521954177379093,-1.8825899408546227,0.3400504025736403,0.0031826296254724787,7.278083819438453
Slope_Delta_channel57,0.1518828878550627,-1.884645529741737,0.4007867653499778,0.0018716486653002871,12.325182632228936
Slope_Delta_channel94,0.15113599371636735,-1.8895752268444466,0.3383117795687849,0.003159206625272588,7.230324352293015
Slope_Gamma_channel111,0.14831896477022444,-1.908390156893478,0.19627767151442688,0.00820588416993223,2.6808220607253297
Slope_Gamma_channel74,0.14740206116910656,-1.9145913158164836,0.2178768557435311,0.007012941463197209,3.098181804442938
Slope_Delta_channel18,0.14621481063574554,-1.9226784328592883,0.36382783281416187,0.0023055378063345866,9.272791272607906
Slope_Gamma_channel66,0.14219103205335884,-1.950583829330564,0.1811028216751932,0.008154047124025766,2.4795404403325634
Slope_Delta_channel67,0.14001133738973562,-1.9660318782963913,0.31272952363515316,0.003079220553358235,6.36627817266383
Slope_Gamma_channel64,0.13688629123416177,-1.9886046887787632,0.1394787849151549,0.009792379590560752,1.9135141315299793
Slope_Gamma_channel69,0.13478134901953087,-2.004101450465849,0.14472392223162592,0.009118971212668837,1.9921120069210045
Slope_Gamma_channel16,0.12925284016302463,-2.0459847916530185,0.11472851898011956,0.010169585458106267,1.6427706674013605
Slope_Delta_channel98,0.1288409549766263,-2.0491765424337065,0.2862182111132977,0.0029818297952276364,5.567048698036697
Slope_Gamma_channel73,0.12870314136500516,-2.0502467562474385,0.2270405139362709,0.004623068465137578,3.5830095794887935
Slope_Delta_channel92,0.12843767407482368,-2.0523115189654075,0.2932265793832226,0.0027966757091598443,5.898515894324519
Slope_Delta_channel50,0.1263759169481128,-2.068494345896408,0.42351477311248986,0.0007974672651470449,20.026994313718237
Slope_Delta_channel84,0.12583375797943488,-2.072793624295856,0.33802886855495484,0.0018122124524012977,8.737460459586707
Slope_Delta_channel106,0.12374516580070373,-2.089530942533102,0.3056591090116908,0.002271093581776195,6.742507742489257
Slope_Delta_channel34,0.1219421166105301,-2.104208800849847,0.33193233201491323,0.0017381563976495127,8.554972281875488
Slope_Gamma_channel54,0.12159529925388667,-2.107056967648879,0.13869405306539584,0.007475184594267736,1.9779333358510365
Slope_Gamma_channel27,0.12101224657997849,-2.1118635271021438,0.1965227181044399,0.004908700265514942,2.983267062609559
Slope_Gamma_channel82,0.12044386856687293,-2.1165714556015454,0.18886306331069658,0.005124243578013784,2.830998420449236
Slope_Delta_channel66,0.11649229046826115,-2.1499301844042273,0.3535782452434114,0.0012404788071683477,10.939690110078645
Slope_Gamma_channel71,0.11516114253881309,-2.161422891970835,0.13955736513709677,0.006546974349729153,2.0256821002198477
Slope_Gamma_channel113,0.11465839692974554,-2.165798032676337,0.1925480027146269,0.004412203080059384,2.979588144053002
Slope_Gamma_channel35,0.11261767969079195,-2.1837565623621202,0.21889958665970422,0.0034650448503911906,3.660195560673904
Slope_Gamma_channel76,0.11243617812300347,-2.185369523889657,0.14020162639581676,0.006163041491076764,2.0512427458441556
Slope_Delta_channel9,0.11102167970916782,-2.1980297840456386,0.31947111759525015,0.0014657826767441359,8.409031953375043
Slope_Delta_channel97,0.10354871743119232,-2.2677130772028393,0.38862121111889325,0.0005972453303485319,17.95298571089325
Slope_Gamma_channel79,0.10283114616632698,-2.274666993578057,0.1693627741489543,0.004010652247068474,2.6365398868998398
Slope_Delta_channel96,0.1013446467839514,-2.2892282265817068,0.2395069166884386,0.0022343064499177737,4.596834705526564
Slope_Delta_channel113,0.09994797927576138,-2.303105435591163,0.41897936268549385,0.00037506617441861065,26.63422948441802
