,spearman_corr,p_val1,pearson_corr,p_val2
Apathy_Delta_channel7,0.15743907391308284,0.5073903276776353,0.38417764982706143,0.09445363063193726
BDI_Alpha_channel67,0.15742469074518603,0.5074296107810243,0.38713773609967383,0.09172850035929328
BDI_Gamma_channel8,0.15742469074518603,0.5074296107810243,-0.0837220740405055,0.7256445896710231
UPDRS III _Delta_channel2,0.1573796965495103,0.5075525077104782,0.18597515793134856,0.4324308941778352
Apathy_Alpha_channel65,-0.15668577690871402,0.5094496830607298,-0.12652664620024806,0.595034701587587
Apathy_Alpha_channel33,0.15668577690871402,0.5094496830607298,0.05795952117112063,0.8082250485791511
Apathy_Delta_channel47,0.15668577690871402,0.5094496830607298,0.4645413313971404,0.03906004016030528
Apathy_Gamma_channel56,0.15668577690871402,0.5094496830607298,0.21690725071067785,0.35831447556597407
BDI_Alpha_channel110,-0.15666418499279383,0.509508769705728,0.08466430661636726,0.7226729936422344
MoCA corretto_Beta_channel47,-0.15662668364735952,0.509611400566859,-0.05236544704290294,0.826450522117615
MoCA corretto_Beta_channel71,0.15662668364735952,0.509611400566859,0.18459101967616076,0.4359251707362296
MoCA corretto_Alpha_channel37,-0.15662668364735952,0.509611400566859,-0.03619024899123148,0.8796007435198037
Apathy_Beta_channel92,-0.1559324799043452,0.5115130292673538,0.04114474081863803,0.8632573955468879
BDI_Beta_channel76,-0.15590367924040163,0.5115919958373658,-0.08153096059238674,0.7325694318260528
BDI_Alpha_channel65,-0.15590367924040163,0.5115919958373658,0.046929665004471946,0.8442426073795442
UPDRS III _Theta_channel58,-0.15587367074520875,0.5116742802627883,-0.32459881689207326,0.16261507466765193
BDI_Gamma_channel91,-0.15514317348800943,0.5136792763415625,-0.021056711422960478,0.9297858302355503
BDI_Theta_channel91,-0.15514317348800943,0.5136792763415625,0.20003479995328785,0.39778917417015325
BDI_Alpha_channel61,-0.15514317348800943,0.5136792763415625,0.029889637420396548,0.9004516098430255
MoCA corretto_Gamma_channel1,-0.155120657843058,0.5137411343355958,-0.4071302534842283,0.07481207827209646
mH&Y_Alpha_channel1,0.15487332118229752,0.5144208838196069,0.1368135518974909,0.5651777407964191
mH&Y_Alpha_channel34,0.15487332118229752,0.5144208838196069,0.18546314082964893,0.433721757938505
mH&Y_Alpha_channel84,0.15487332118229752,0.5144208838196069,0.1964395118779848,0.40649859417193485
mH&Y_Gamma_channel80,0.15487332118229752,0.5144208838196069,0.18860455169099133,0.425833967595158
mH&Y_Beta_channel112,-0.15487332118229752,0.5144208838196069,-0.19459192984544343,0.41101438312762806
mH&Y_Theta_channel83,-0.15487332118229752,0.5144208838196069,-0.389073688612398,0.08997770392095333
mH&Y_Gamma_channel97,-0.15487332118229752,0.5144208838196069,-0.21750408932627838,0.35696085319634396
BDI_Delta_channel81,0.15438266773561723,0.5157705982930609,0.012544759673921033,0.9581372599292574
BDI_Gamma_channel84,0.15362216198322504,0.5178659486759345,-0.10476908436586602,0.6602371879172853
BDI_Delta_channel36,-0.15362216198322504,0.5178659486759345,-0.091304760673378,0.701840883994689
UPDRS III _Gamma_channel73,-0.15361463203875644,0.5178867153246407,-0.22587134774530282,0.33829544210707385
Apathy_Theta_channel85,0.15216599488250113,0.5218891831479744,0.1827039786646708,0.4407128960966358
UPDRS III _Delta_channel60,-0.15210860623445494,0.522048042089384,-0.3214496556355353,0.1669689082773434
UPDRS III _Beta_channel71,0.15210860623445494,0.522048042089384,0.06815020976442215,0.7752730859220172
MoCA corretto_Delta_channel66,0.15210860623445494,0.522048042089384,0.19575424163604088,0.40817033876286307
MoCA corretto_Gamma_channel105,-0.15210860623445494,0.522048042089384,0.08083761586826985,0.7347648726585012
MoCA corretto_Alpha_channel65,-0.15210860623445494,0.522048042089384,0.037019851649980284,0.8768606905235288
BDI_Beta_channel19,-0.1521011504784406,0.5220686822200415,-0.05191298622095086,0.8279285089675001
BDI_Gamma_channel32,0.1521011504784406,0.5220686822200415,-0.10192097413922677,0.6689628007982095
BDI_Alpha_channel113,-0.1521011504784406,0.5220686822200415,0.11452664008191518,0.6306678689136906
BDI_Gamma_channel9,0.1513406447260484,0.5241760388980193,-0.0662940037240689,0.7812494526790772
Apathy_Delta_channel35,0.15065940087376348,0.5260671373002583,0.43562246754050704,0.05487355033894896
UPDRS III _Gamma_channel29,0.15060258043015337,0.5262250117975381,-0.04041407476276758,0.86566443824346
UPDRS III _Beta_channel17,-0.15060258043015337,0.5262250117975381,-0.39915677511905234,0.08125390703464233
MoCA corretto_Delta_channel48,-0.15060258043015337,0.5262250117975381,-0.2413911837499684,0.30522761249343444
mH&Y_Theta_channel110,-0.1504483691485176,0.5266535963052122,-0.16595504247513262,0.4843907866866597
mH&Y_Gamma_channel17,-0.1504483691485176,0.5266535963052122,-0.4066474450106708,0.07519094771330033
mH&Y_Gamma_channel64,-0.1504483691485176,0.5266535963052122,-0.33700951601278706,0.14621979280588285
mH&Y_Beta_channel23,-0.1504483691485176,0.5266535963052122,-0.16582580322335216,0.48473592145388
mH&Y_Delta_channel60,-0.1504483691485176,0.5266535963052122,-0.4256373670299789,0.06133534345956543
Apathy_Gamma_channel29,0.14990610386939468,0.5281619538541529,0.12970659866656645,0.5857350847352367
UPDRS III _Theta_channel64,-0.14984956752800263,0.528319330242522,-0.2335529180683716,0.32167488025163904
BDI_Delta_channel16,-0.14981963322126401,0.5284026651839038,-0.09440737633956224,0.6921762281779971
BDI_Delta_channel44,0.14981963322126401,0.5284026651839038,0.04894052445787965,0.8376518450443845
BDI_Theta_channel8,0.14981963322126401,0.5284026651839038,0.05522622562587893,0.8171188350142347
BDI_Alpha_channel79,0.14981963322126401,0.5284026651839038,0.495744746825483,0.026224379765901536
Apathy_Gamma_channel38,0.14915280686502586,0.5302606458698127,0.19102020177879792,0.41982093688742816
Apathy_Gamma_channel97,-0.14915280686502586,0.5302606458698127,-0.0017580129215536977,0.9941309741652757
MoCA corretto_Theta_channel5,-0.14909655462585186,0.5304175202359023,-0.3218164754176896,0.16645769179704667
MoCA corretto_Gamma_channel58,-0.14909655462585186,0.5304175202359023,-0.12585266288386987,0.5970136127863894
UPDRS III _Delta_channel101,-0.14909655462585186,0.5304175202359023,-0.1889973383011356,0.424853130660246
MoCA corretto_Theta_channel19,-0.14909655462585186,0.5304175202359023,-0.07013389358343969,0.7688997104449053
UPDRS III _Theta_channel2,0.14909655462585186,0.5304175202359023,0.17350384019590265,0.46444478436325176
Apathy_Beta_channel38,0.14839950986065703,0.5323632000973811,0.16049524805639115,0.49907658572525354
Apathy_Beta_channel71,0.14839950986065703,0.5323632000973811,0.14883974065151748,0.5311339879256425
UPDRS III _Gamma_channel64,-0.1483435417237011,0.5325195685364006,-0.2231032334342022,0.34440593957985766
MoCA corretto_Gamma_channel99,-0.14759052882155033,0.5346254618173106,0.08408286070790268,0.7245062985969133
MoCA corretto_Theta_channel64,-0.14759052882155033,0.5346254618173106,-0.015087756200282465,0.9496605336947541
Apathy_Alpha_channel92,-0.14689291585191938,0.5365798417611709,-0.003113450013145558,0.9896061077842168
Apathy_Gamma_channel25,-0.14689291585191938,0.5365798417611709,-0.018519870740242694,0.938228467594745
Apathy_Delta_channel102,-0.14689291585191938,0.5365798417611709,-0.1397831002410918,0.5566831919976203
Apathy_Beta_channel33,0.14689291585191938,0.5365798417611709,0.17327254685296545,0.46504964762421375
UPDRS III _Alpha_channel71,0.14683751591939953,0.5367351866667235,0.012505042378754716,0.9582696886323001
UPDRS III _Gamma_channel6,-0.14683751591939953,0.5367351866667235,-0.019277850649899782,0.935705196456565
BDI_Theta_channel31,-0.1467776102116952,0.5369031893056311,0.07465909216148417,0.754414600527785
UPDRS III _Gamma_channel93,-0.1460845030172488,0.5388487295877578,-0.11014195337570531,0.6438917709770404
mH&Y_Gamma_channel27,-0.14602341711473768,0.5390203514032987,-0.3156597951249529,0.175181024101012
mH&Y_Gamma_channel101,-0.14602341711473768,0.5390203514032987,-0.06867611578788635,0.7735820369098947
mH&Y_Delta_channel0,0.14602341711473768,0.5390203514032987,0.02271448159750708,0.9242725949702006
mH&Y_Alpha_channel86,0.14602341711473768,0.5390203514032987,0.18284381642602948,0.44035716347945636
mH&Y_Delta_channel39,0.14602341711473768,0.5390203514032987,-0.10240584601036687,0.6674743969461956
mH&Y_Alpha_channel89,-0.14602341711473768,0.5390203514032987,-0.10399525350196308,0.6626038179783249
BDI_Delta_channel95,-0.146017104459303,0.5390380883362763,0.09791586064543382,0.6813022885455295
Apathy_Delta_channel65,-0.14538632184318176,0.5408117711392815,-0.14307373950796123,0.5473371645796199
Apathy_Theta_channel33,0.14538632184318176,0.5408117711392815,0.15965758260846336,0.5013486938682441
Apathy_Beta_channel5,0.14538632184318176,0.5408117711392815,0.18329972117867172,0.4391984352427596
UPDRS III _Alpha_channel82,-0.14533149011509802,0.5409660769987925,-0.20649747014518016,0.38239507439949505
UPDRS III _Theta_channel91,-0.14533149011509802,0.5409660769987925,-0.175746602677989,0.4586004628005438
MoCA corretto_Beta_channel68,0.14457847721294725,0.5430872152337018,0.3344322458101492,0.14952531218489806
BDI_Theta_channel57,-0.1444960929545186,0.5433195103177395,0.05764452062322542,0.8092488867233998
UPDRS III _Delta_channel53,-0.1438254643107965,0.545212130542092,-0.1578389219070488,0.506298853066018
UPDRS III _Beta_channel5,0.1438254643107965,0.545212130542092,0.1833916137195423,0.43896507495026943
BDI_Beta_channel16,-0.1437355872021264,0.5454660050081821,-0.06656799055954873,0.7803665543793974
Apathy_Delta_channel36,0.14312643083007534,0.5471880907229578,0.1794715109747756,0.4489777723704691
Apathy_Theta_channel66,0.14312643083007534,0.5471880907229578,0.24215184051568434,0.30365916290025685
MoCA corretto_Gamma_channel3,-0.14307245140864575,0.5473408090895444,-0.2886117050525522,0.21717591609201736
UPDRS III _Beta_channel28,-0.14307245140864575,0.5473408090895444,-0.27783977084977907,0.23559775631974367
MoCA corretto_Alpha_channel91,-0.14307245140864575,0.5473408090895444,0.1279818036281364,0.5907715178260451
MoCA corretto_Theta_channel74,-0.14307245140864575,0.5473408090895444,-0.1673094804678776,0.48078108206763664
MoCA corretto_Gamma_channel108,0.14307245140864575,0.5473408090895444,0.12569297971740404,0.5974828659153533
MoCA corretto_Delta_channel106,0.14307245140864575,0.5473408090895444,0.09247661178094255,0.6981852900383505
Apathy_Delta_channel105,-0.14237313382570652,0.5493210554303742,-0.181694492422523,0.4432853836052782
UPDRS III _Beta_channel102,-0.14231943850649498,0.5494732369578572,-0.18275749379789458,0.4405767414264981
UPDRS III _Alpha_channel33,0.14231943850649498,0.5494732369578572,0.04331492753372712,0.8561150352977005
BDI_Delta_channel101,-0.14221457569734197,0.5497704904817236,0.0464900624122066,0.8456847860142886
Apathy_Alpha_channel83,0.14161983682133766,0.5514577592779577,0.185234817923167,0.43429804610573225
mH&Y_Gamma_channel92,-0.14159846508095772,0.5515184339714899,-0.10992003246573631,0.6445638582174107
mH&Y_Delta_channel30,0.14159846508095772,0.5515184339714899,0.10912044889997286,0.6469875952311734
mH&Y_Delta_channel82,0.14159846508095772,0.5515184339714899,0.08740517497911941,0.7140507358930115
mH&Y_Alpha_channel7,-0.14159846508095772,0.5515184339714899,-0.17367630134144774,0.46399403572503206
mH&Y_Gamma_channel15,-0.14159846508095772,0.5515184339714899,-0.351767583182333,0.12827200532935767
MoCA corretto_Theta_channel21,-0.14156642560434418,0.551609400145291,-0.010132336424291344,0.9661827528975685
MoCA corretto_Alpha_channel34,0.14156642560434418,0.551609400145291,0.17864750005748148,0.45109740020767586
MoCA corretto_Gamma_channel80,0.14156642560434418,0.551609400145291,0.026104598030253945,0.9130087121730898
MoCA corretto_Beta_channel40,0.14156642560434418,0.551609400145291,0.10456800611035914,0.6608518540416183
Apathy_Alpha_channel110,-0.14086653981696884,0.5535981881706556,-0.16202885237064124,0.49492979002186005
Apathy_Beta_channel53,0.14011324281260004,0.5557423279302353,0.3334966071238614,0.15073811254233613
Apathy_Alpha_channel106,-0.14011324281260004,0.5557423279302353,-0.24124131183690878,0.30553722149213103
Apathy_Delta_channel69,0.14011324281260004,0.5557423279302353,0.165599948121232,0.4853393620316187
Apathy_Gamma_channel39,0.14011324281260004,0.5557423279302353,0.20978267057646477,0.3746996343424357
MoCA corretto_Gamma_channel0,-0.14006039980004265,0.5558928760543806,-0.2980543406067969,0.20182794203377935
MoCA corretto_Gamma_channel53,-0.14006039980004265,0.5558928760543806,0.09324032133254608,0.6958063286562164
Apathy_Gamma_channel83,-0.13935994580823124,0.5578901642955393,0.08511414481980882,0.7212556461519333
Apathy_Delta_channel71,0.13935994580823124,0.5578901642955393,0.09981394545987742,0.6754444701639244
Apathy_Beta_channel32,0.13860664880386242,0.5600416829227427,0.08505653636468072,0.7214371097949914
Apathy_Theta_channel28,0.13860664880386242,0.5600416829227427,0.1526458564556206,0.520561756223771
Apathy_Delta_channel87,0.13860664880386242,0.5600416829227427,0.24515360331142677,0.2975174915975318
MoCA corretto_Beta_channel25,-0.1385543739957411,0.5601911231416965,0.09811074595226778,0.6807000223342015
MoCA corretto_Gamma_channel76,-0.1385543739957411,0.5601911231416965,-0.24140062319925334,0.305208118620666
BDI_Gamma_channel55,-0.13841204693538095,0.5605980890407367,-0.14643125445157493,0.5378750005528168
BDI_Alpha_channel18,-0.13841204693538095,0.5605980890407367,0.06973531373412571,0.7701791759868785
UPDRS III _Delta_channel16,0.13780136109359037,0.5623457499924478,-0.2409990851819756,0.3060380213132837
BDI_Gamma_channel38,0.13765154118298875,0.562774871635191,-0.1369015876295449,0.5649250934693297
mH&Y_Alpha_channel101,-0.1371735130471778,0.5641450281444884,-0.11312736039209838,0.6348765075695172
mH&Y_Alpha_channel112,-0.1371735130471778,0.5641450281444884,-0.18446591018907804,0.4362417425468229
mH&Y_Beta_channel19,-0.1371735130471778,0.5641450281444884,-0.35584165288013264,0.12360605369344323
mH&Y_Theta_channel1,0.1371735130471778,0.5641450281444884,0.04796445287703603,0.8408497297324316
mH&Y_Alpha_channel44,-0.1371735130471778,0.5641450281444884,-0.1739088321790766,0.46338664003270763
mH&Y_Alpha_channel82,0.1371735130471778,0.5641450281444884,0.09726867524494227,0.683303656388529
mH&Y_Delta_channel49,-0.1371735130471778,0.5641450281444884,-0.1121662218908505,0.6377736112732553
mH&Y_Beta_channel114,-0.1371735130471778,0.5641450281444884,-0.11447920994092331,0.630810347206047
mH&Y_Beta_channel92,-0.1371735130471778,0.5641450281444884,-0.1933683516653384,0.4140199183571891
mH&Y_Delta_channel83,-0.1371735130471778,0.5641450281444884,-0.2700994750180542,0.24944038488650774
mH&Y_Gamma_channel110,-0.1371735130471778,0.5641450281444884,-0.10935332118539386,0.6462813467075439
mH&Y_Beta_channel84,0.1371735130471778,0.5641450281444884,0.20019432811324317,0.3974051232103309
mH&Y_Alpha_channel66,-0.1371735130471778,0.5641450281444884,-0.1756329043545535,0.45889583461339356
Apathy_Alpha_channel32,0.13710005479512477,0.5643557091757729,0.0025350388775023797,0.9915369926272306
Apathy_Alpha_channel114,-0.13710005479512477,0.5643557091757729,-0.10655877480030523,0.6547756396603323
Apathy_Alpha_channel24,-0.13710005479512477,0.5643557091757729,-0.048962939255920546,0.8375784364556664
Apathy_Beta_channel29,0.13710005479512477,0.5643557091757729,0.09794529531973283,0.6812113128239161
UPDRS III _Gamma_channel54,-0.13704834819143957,0.5645040264117466,-0.39984403246740213,0.08068301605337658
MoCA corretto_Beta_channel93,-0.13704834819143957,0.5645040264117466,0.2521649435517635,0.2834701408493652
MoCA corretto_Beta_channel33,0.13704834819143957,0.5645040264117466,0.1453901286852768,0.5408010587809471
UPDRS III _Gamma_channel99,-0.13704834819143957,0.5645040264117466,-0.18408153848287,0.43721509760427546
BDI_Beta_channel37,-0.13689103543059655,0.5649553738373241,-0.05890876830609079,0.8051415558836175
Apathy_Gamma_channel103,-0.13634675779075595,0.5665181877029664,0.04196770445891748,0.8605476851740234
UPDRS III _Theta_channel43,0.1362953352892888,0.5666659378202183,0.1083599297016066,0.6492960984582477
UPDRS III _Delta_channel107,-0.1362953352892888,0.5666659378202183,-0.1918476286122498,0.41777184762222563
BDI_Theta_channel89,-0.13613052967820435,0.5671395806110637,0.16740457936475606,0.48052813875786826
Apathy_Delta_channel32,0.13559346078638715,0.5686842902953253,0.15347720704458107,0.5182657854708699
Apathy_Theta_channel95,0.13559346078638715,0.5686842902953253,0.20075298192683158,0.3960618215079201
Apathy_Theta_channel72,0.13559346078638715,0.5686842902953253,0.1494769238818719,0.5293571788760181
Apathy_Alpha_channel63,-0.13559346078638715,0.5686842902953253,-0.10013267802623219,0.6744625543868307
MoCA corretto_Alpha_channel56,-0.13554232238713804,0.5688314695570194,-0.20656946044257918,0.38222549800368977
UPDRS III _Beta_channel22,-0.13554232238713804,0.5688314695570194,-0.15731018280253123,0.5077424052936743
UPDRS III _Theta_channel114,-0.13554232238713804,0.5688314695570194,-0.029065100087197954,0.9031852253797527
MoCA corretto_Delta_channel85,-0.13554232238713804,0.5688314695570194,-0.1673787155970856,0.48059692444623303
MoCA corretto_Theta_channel78,0.13554232238713804,0.5688314695570194,0.18361660389210616,0.43839398927377593
BDI_Theta_channel58,-0.13537002392581216,0.5693274768356347,-0.036587262183243874,0.8782893022597418
Apathy_Gamma_channel42,0.13484016378201832,0.5708540021996419,0.32535114090111006,0.16158664886542207
UPDRS III _Beta_channel100,-0.1347893094849873,0.5710006068801063,-0.19499389742635923,0.4100296005523122
UPDRS III _Delta_channel9,0.1347893094849873,0.5710006068801063,0.3220678578815431,0.1661079753358141
BDI_Theta_channel82,0.13460951817341996,0.5715190473058447,0.09182419437852016,0.7002197249921965
BDI_Theta_channel48,0.13460951817341996,0.5715190473058447,-0.0011893442610947033,0.9960294242962178
Apathy_Beta_channel65,-0.13408686677764953,0.5730273085816413,-0.05120864961630117,0.8302303679882085
UPDRS III _Delta_channel22,0.13403629658283653,0.5731733349665111,0.10854377761911248,0.6487377577061194
MoCA corretto_Delta_channel72,0.13403629658283653,0.5731733349665111,0.17091398297423738,0.4712403926648251
MoCA corretto_Beta_channel65,-0.13403629658283653,0.5731733349665111,0.1654452724230799,0.4857528394852128
UPDRS III _Theta_channel67,-0.13403629658283653,0.5731733349665111,-0.16053273276574068,0.4989750281248348
UPDRS III _Theta_channel87,-0.13403629658283653,0.5731733349665111,-0.11673975546519756,0.6240337796003446
MoCA corretto_Alpha_channel96,0.13403629658283653,0.5731733349665111,0.1577237712787381,0.5066130667396138
BDI_Delta_channel78,-0.13384901242102776,0.5737142767323714,0.011509241131332323,0.9615903070931922
Apathy_Delta_channel48,0.1333335697732807,0.5752041945262587,0.5160484321714045,0.019847064149231663
Apathy_Beta_channel97,-0.1333335697732807,0.5752041945262587,0.10485656211348765,0.6599698468987734
UPDRS III _Alpha_channel40,-0.13328328368068576,0.575349638912614,-0.20265320746906826,0.3915114668359819
UPDRS III _Delta_channel43,0.13328328368068576,0.575349638912614,0.13453585567464857,0.5717315171789454
UPDRS III _Beta_channel74,-0.13328328368068576,0.575349638912614,-0.007814980738599056,0.9739141662516074
UPDRS III _Gamma_channel25,-0.13328328368068576,0.575349638912614,-0.10083423918236754,0.6723030487876067
BDI_Gamma_channel69,-0.13308850666863553,0.5759131497420531,-0.04573098778226274,0.8481761482662757
BDI_Gamma_channel31,-0.13308850666863553,0.5759131497420531,-0.19401531945611858,0.41242926192179963
BDI_Delta_channel58,-0.13308850666863553,0.5759131497420531,-0.10670979169619875,0.6543155523103719
mH&Y_Gamma_channel28,-0.13274856101339788,0.5768972190493697,-0.32438159306074477,0.1629128565221154
mH&Y_Gamma_channel96,-0.13274856101339788,0.5768972190493697,-0.20142657349303145,0.3944454852562108
mH&Y_Gamma_channel105,0.13274856101339788,0.5768972190493697,0.07241737442081866,0.7615807729974903
mH&Y_Gamma_channel109,-0.13274856101339788,0.5768972190493697,-0.11516720105251212,0.6287448794760909
mH&Y_Gamma_channel33,0.13274856101339788,0.5768972190493697,0.040431554419004895,0.8656068414016556
mH&Y_Gamma_channel90,-0.13274856101339788,0.5768972190493697,-0.12706862431715032,0.5934453650665774
mH&Y_Theta_channel30,0.13274856101339788,0.5768972190493697,0.1108344702896489,0.6417961965422101
mH&Y_Gamma_channel49,-0.13274856101339788,0.5768972190493697,-0.27667711826027386,0.23764463471046773
Apathy_Delta_channel81,0.13258027276891188,0.5773846450379164,0.10337733976424651,0.6644958164728685
MoCA corretto_Delta_channel5,-0.132530270778535,0.5775295037344244,-0.36579310665637144,0.11272004658672725
MoCA corretto_Theta_channel28,-0.132530270778535,0.5775295037344244,-0.10081610175188818,0.6723588473793053
MoCA corretto_Theta_channel29,-0.132530270778535,0.5775295037344244,-0.04577981818061544,0.8480158398152178
UPDRS III _Delta_channel35,0.132530270778535,0.5775295037344244,0.16299794095632514,0.49231812469731373
UPDRS III _Theta_channel51,-0.132530270778535,0.5775295037344244,-0.39019767420355067,0.0889725566834609
BDI_Gamma_channel83,0.13232800091624333,0.5781156508781815,-0.1422720000535144,0.5496077012810161
Apathy_Alpha_channel79,0.13182697576454305,0.5795686450408071,0.1919817005103472,0.4174403316919706
Apathy_Alpha_channel115,-0.13182697576454305,0.5795686450408071,-0.116433348929242,0.624950626314971
UPDRS III _Gamma_channel20,-0.1317772578763842,0.5797129143678611,-0.39573787586256,0.08413849707997331
UPDRS III _Beta_channel80,-0.1317772578763842,0.5797129143678611,-0.129473721847352,0.586414024627022
UPDRS III _Alpha_channel90,-0.1317772578763842,0.5797129143678611,-0.16630768943493576,0.48344965893458136
UPDRS III _Beta_channel48,-0.1317772578763842,0.5797129143678611,0.02656755188545766,0.9114717096847131
BDI_Beta_channel104,-0.13156749516385113,0.5803217646007988,0.04733770357012429,0.8429044057863244
BDI_Beta_channel94,-0.13156749516385113,0.5803217646007988,-0.026252541980239547,0.9125175070496534
Apathy_Delta_channel79,0.13107367876017423,0.5817561793791766,0.18997692355256338,0.42241224779727643
Apathy_Delta_channel85,0.13107367876017423,0.5817561793791766,0.24386098271448953,0.30015285391256064
Apathy_Gamma_channel85,-0.13107367876017423,0.5817561793791766,0.07033935684353737,0.7682403852832197
UPDRS III _Delta_channel58,-0.13102424497423346,0.581899855669036,-0.3726594153626052,0.10562295227889845
UPDRS III _Theta_channel6,-0.13102424497423346,0.581899855669036,-0.14621927777261856,0.5384701663334251
MoCA corretto_Beta_channel78,0.13102424497423346,0.581899855669036,0.21624197350554464,0.3598267870955792
UPDRS III _Alpha_channel80,-0.13102424497423346,0.581899855669036,-0.081529834498386,0.732572995929696
Apathy_Delta_channel29,0.13032038175580543,0.583947232817612,0.09139214768520451,0.7015680610552139
Apathy_Delta_channel26,-0.1295670847514366,0.5861417900413299,-0.1414694945242063,0.5518846469521608
Apathy_Gamma_channel73,-0.1295670847514366,0.5861417900413299,0.11087605078065296,0.6416704556129388
MoCA corretto_Theta_channel106,0.12951821916993192,0.5862842693017355,0.19278861970943056,0.41544807947485807
MoCA corretto_Beta_channel66,0.12951821916993192,0.5862842693017355,0.29997505566430493,0.19879688063641193
MoCA corretto_Delta_channel108,0.12951821916993192,0.5862842693017355,0.12596020443254297,0.5966976720565458
Apathy_Gamma_channel32,0.1288137877470678,0.5883398356564683,0.0689623541245852,0.7726620505808836
UPDRS III _Delta_channel90,0.12876520626778115,0.5884817109490406,0.1937915802864873,0.4129789796078667
BDI_Beta_channel79,0.1285254721542823,0.5891820316600558,0.21173659932351635,0.37016446366081346
BDI_Theta_channel106,-0.1285254721542823,0.5891820316600558,0.14837624019611276,0.5324282102427186
mH&Y_Beta_channel17,-0.12832360897961795,0.589771994632785,-0.38152088485635527,0.0969495628092381
mH&Y_Delta_channel31,0.12832360897961795,0.589771994632785,0.11871181546634485,0.6181456467710995
mH&Y_Delta_channel72,0.12832360897961795,0.589771994632785,-0.11103842303956535,0.6411795259074043
mH&Y_Beta_channel27,-0.12832360897961795,0.589771994632785,-0.22711755826506086,0.3355653895842301
mH&Y_Delta_channel15,-0.12832360897961795,0.589771994632785,-0.36367287415075245,0.11497929865923634
mH&Y_Gamma_channel26,-0.12832360897961795,0.589771994632785,-0.18641583097533276,0.4313215281184092
Apathy_Beta_channel82,0.12806049074269898,0.5905413541903828,0.1764473143459325,0.4567822669201982
Apathy_Delta_channel33,0.12806049074269898,0.5905413541903828,0.18782687515274893,0.427779479541143
MoCA corretto_Delta_channel24,-0.12801219336563038,0.5906826218962309,-0.023119749350799287,0.9229252948503888
UPDRS III _Delta_channel115,-0.12801219336563038,0.5906826218962309,-0.04640908718096172,0.8459504884237614
UPDRS III _Theta_channel83,-0.12801219336563038,0.5906826218962309,-0.1484705684168947,0.5321647014012041
UPDRS III _Gamma_channel13,-0.12801219336563038,0.5906826218962309,-0.17489761015631577,0.4608083726904903
UPDRS III _Theta_channel56,-0.12801219336563038,0.5906826218962309,-0.30974860167006035,0.18384491616425375
BDI_Beta_channel18,-0.1277649664018901,0.5914059723230698,-0.11182409599458157,0.6388060856849613
BDI_Gamma_channel72,0.1277649664018901,0.5914059723230698,-0.16603184691294534,0.48418573731857323
Apathy_Beta_channel100,-0.12730719373833013,0.5927463300919416,0.033288289482751976,0.8891956565583137
Apathy_Alpha_channel36,0.12730719373833013,0.5927463300919416,0.11391050496065869,0.6325196903997954
Apathy_Gamma_channel47,0.12730719373833013,0.5927463300919416,0.25952560356066656,0.2691726769424693
UPDRS III _Theta_channel9,0.12725918046347962,0.5928869866047319,0.305284250017503,0.1905771922472947
Apathy_Alpha_channel88,-0.12655389673396134,0.594954747731826,-0.2208062912942428,0.3495248433883247
MoCA corretto_Gamma_channel100,-0.12650616756132885,0.5950947894579207,0.16718582316956201,0.4811100838781516
BDI_Gamma_channel48,0.12624395489710571,0.5958643903811736,-0.0935187113079332,0.6949398202221242
BDI_Beta_channel66,0.12624395489710571,0.5958643903811736,0.2205954047981191,0.34999701938342676
Apathy_Theta_channel29,0.1250473027252237,0.5993818453201853,0.11602766509123941,0.6261653523926417
Apathy_Theta_channel103,0.1250473027252237,0.5993818453201853,0.2478381301211313,0.29208965297219935
MoCA corretto_Theta_channel85,0.1250001417570273,0.5995206467434343,-0.06822924215999251,0.7750188951317447
MoCA corretto_Alpha_channel57,-0.1250001417570273,0.5995206467434343,0.00516052033570108,0.9827729787175067
UPDRS III _Beta_channel19,-0.1250001417570273,0.5995206467434343,-0.34423471112114057,0.13722611155687703
MoCA corretto_Beta_channel2,-0.1250001417570273,0.5995206467434343,-0.36309717690221943,0.11559831879064034
UPDRS III _Delta_channel6,-0.1250001417570273,0.5995206467434343,-0.1091349900077322,0.6469434868545532
BDI_Delta_channel38,0.12472294339232132,0.600336749583894,0.011976606151016284,0.9600317434363657
BDI_Theta_channel97,-0.12472294339232132,0.600336749583894,0.29429856669712856,0.20784344418682116
BDI_Gamma_channel107,0.12472294339232132,0.600336749583894,0.005090727991549207,0.9830059294294835
BDI_Gamma_channel68,-0.12472294339232132,0.600336749583894,-0.04244853644730036,0.8589651781321699
BDI_Beta_channel31,-0.12472294339232132,0.600336749583894,-0.12079844708155937,0.6119397462550147
BDI_Alpha_channel70,0.12472294339232132,0.600336749583894,0.27630494890220825,0.23830226475740113
Apathy_Gamma_channel67,-0.12429400572085489,0.6016004936218253,0.2686717904062473,0.252049145151243
Apathy_Beta_channel28,0.12429400572085489,0.6016004936218253,0.11655996653489423,0.6245716896544868
UPDRS III _Theta_channel115,-0.12424712885487656,0.6017386695549958,-0.0333105012307528,0.8891221585451676
BDI_Beta_channel102,-0.12396243763992909,0.6025781163759538,0.0672778246966674,0.778080382810524
BDI_Alpha_channel27,-0.12396243763992909,0.6025781163759538,0.11636669584690518,0.6251501396996322
mH&Y_Beta_channel101,-0.12389865694583801,0.6027662475983113,-0.14984537323386046,0.5283310064850103
