,spearman_corr,p_val1
mH&Y_Beta_channel67,-0.46904491558067246,0.03695507721578519
MoCA corretto_Delta_channel36,-0.46686799933347545,0.0379612607342559
BDI_Gamma_channel39,0.4661900262164205,0.0382789278206578
BDI_Gamma_channel3,0.4654295204640283,0.038637716776083325
MoCA corretto_Beta_channel7,-0.465361973529174,0.03866970954862909
mH&Y_Beta_channel47,-0.4646199635468926,0.03902250774274985
mH&Y_Delta_channel79,-0.4646199635468926,0.03902250774274985
mH&Y_Beta_channel59,-0.4646199635468926,0.03902250774274985
UPDRS III _Beta_channel96,-0.4646089606270232,0.03902775793393624
BDI_Delta_channel26,-0.46314800320685173,0.039729752024926186
UPDRS III _Beta_channel95,-0.4631029348227217,0.039751561966557075
UPDRS III _Alpha_channel65,-0.4623499219205709,0.04011734135961839
BDI_Theta_channel0,0.4616269917020673,0.0404709547916156
BDI_Alpha_channel74,0.46086648594967505,0.04084554668009015
mH&Y_Alpha_channel85,-0.46019501151311265,0.041178510222335415
UPDRS III _Gamma_channel88,-0.45707883160551555,0.042751284732026835
BDI_Gamma_channel21,-0.4570639571877141,0.042758901591868806
BDI_Gamma_channel96,-0.4570639571877141,0.042758901591868806
UPDRS III _Alpha_channel73,-0.455572805801214,0.043527818311812606
UPDRS III _Alpha_channel109,-0.455572805801214,0.043527818311812606
BDI_Gamma_channel26,-0.45554294568292963,0.0435433239143998
MoCA corretto_Delta_channel50,-0.4548197928990632,0.043920141113616
UPDRS III _Beta_channel79,-0.4548197928990632,0.043920141113616
BDI_Theta_channel26,-0.45402193417814524,0.04433879675465006
BDI_Gamma_channel22,-0.45402193417814524,0.04433879675465006
BDI_Gamma_channel25,-0.4532614284257531,0.04474070786583617
UPDRS III _Beta_channel61,-0.45180774129046014,0.04551675098731775
BDI_Delta_channel42,0.45174041692096867,0.04555294099426331
mH&Y_Delta_channel68,-0.4513451074455528,0.04576588516822257
mH&Y_Delta_channel53,-0.4513451074455528,0.04576588516822257
mH&Y_Alpha_channel77,-0.4513451074455528,0.04576588516822257
BDI_Alpha_channel1,0.45097991116857644,0.04596328762965707
MoCA corretto_Theta_channel10,-0.45030171548615866,0.04633161437454248
MoCA corretto_Delta_channel6,-0.45030171548615866,0.04633161437454248
BDI_Delta_channel94,-0.44945889966379204,0.04679250260525785
Apathy_Gamma_channel51,0.44896501460381527,0.04706421218371527
BDI_Beta_channel40,0.4486983939113998,0.047211395575733416
MoCA corretto_Delta_channel7,-0.4472896638775556,0.047994936152118924
UPDRS III _Alpha_channel83,-0.4472896638775556,0.047994936152118924
BDI_Beta_channel1,0.4471773824066155,0.04805781406649722
MoCA corretto_Alpha_channel82,-0.445783638073254,0.048843585846169914
Apathy_Delta_channel96,-0.4444452325776023,0.04960739026725266
BDI_Alpha_channel40,0.4433748536446544,0.050224791663648065
Apathy_Beta_channel12,0.44293863856886473,0.05047808286626008
Apathy_Theta_channel13,0.441432044560127,0.05136041832731321
BDI_Beta_channel49,0.4410933363874778,0.05156039523306403
MoCA corretto_Beta_channel12,-0.43975953485604796,0.052353675118808646
Apathy_Gamma_channel94,-0.4391721535470206,0.05270596122543034
mH&Y_Gamma_channel67,-0.438070251344213,0.053371711426385006
mH&Y_Gamma_channel11,-0.438070251344213,0.053371711426385006
UPDRS III _Gamma_channel11,-0.4375004961495956,0.053718452835330874
BDI_Delta_channel110,-0.4372908076255168,0.05384649633203137
Apathy_Beta_channel50,0.4361589655295453,0.05454166127084502
UPDRS III _Delta_channel30,0.4359944703452941,0.054643258550662495
BDI_Theta_channel112,-0.43576979612073236,0.054782257015107146
BDI_Gamma_channel98,-0.43576979612073236,0.054782257015107146
Apathy_Theta_channel50,0.4346523715208077,0.05547757319887542
mH&Y_Gamma_channel47,-0.43364529931043305,0.056109956616758355
mH&Y_Beta_channel56,-0.43364529931043305,0.056109956616758355
BDI_Gamma_channel113,-0.4334882788635558,0.05620904822736631
BDI_Alpha_channel35,0.4334882788635558,0.05620904822736631
Apathy_Gamma_channel11,0.43314577751207006,0.05642565364080592
UPDRS III _Beta_channel110,-0.432982418736691,0.05652918850929469
UPDRS III _Alpha_channel66,-0.432982418736691,0.05652918850929469
MoCA corretto_Alpha_channel36,-0.4322294058345402,0.05700830681699903
UPDRS III _Beta_channel12,-0.43147639293238943,0.057490503240502276
UPDRS III _Gamma_channel36,-0.4307233800302387,0.05797578966170739
UPDRS III _Alpha_channel111,-0.42997036712808795,0.05846417795483492
Apathy_Alpha_channel50,0.429379292490226,0.05884971721684303
mH&Y_Gamma_channel59,-0.4292203472766531,0.05895372020085259
Apathy_Delta_channel45,0.42787269848148834,0.05984113730272137
MoCA corretto_Alpha_channel10,-0.4277113284216356,0.05994807268476353
UPDRS III _Delta_channel32,0.4277113284216356,0.05994807268476353
BDI_Alpha_channel52,0.4274042328444182,0.06015197585987707
BDI_Alpha_channel41,0.4274042328444182,0.06015197585987707
Apathy_Delta_channel55,0.42711940147711946,0.06034156510238704
BDI_Alpha_channel9,0.42664372709202597,0.060659191008899514
BDI_Beta_channel4,0.42664372709202597,0.060659191008899514
UPDRS III _Beta_channel62,-0.4262053026173341,0.06095306251147306
UPDRS III _Beta_channel55,-0.4262053026173341,0.06095306251147306
BDI_Gamma_channel114,-0.42588322133963374,0.061169635532856606
Apathy_Gamma_channel96,-0.42485951046401305,0.06186186164454041
mH&Y_Delta_channel70,-0.42479539524287324,0.06190541203693206
mH&Y_Delta_channel66,-0.42479539524287324,0.06190541203693206
mH&Y_Alpha_channel53,-0.42479539524287324,0.06190541203693206
MoCA corretto_Beta_channel94,0.42469927681303254,0.06197074406641593
MoCA corretto_Gamma_channel13,-0.42319325100873106,0.06300121178419517
MoCA corretto_Delta_channel51,-0.42319325100873106,0.06300121178419517
BDI_Beta_channel43,0.4228411983300649,0.06324395065253315
BDI_Beta_channel52,0.4205596810728883,0.06483419072145676
MoCA corretto_Theta_channel15,-0.420181199400128,0.06510088254445644
BDI_Delta_channel65,-0.4197991753204961,0.06537090746859936
UPDRS III _Beta_channel77,-0.4186751735958264,0.06617027351673785
Apathy_Alpha_channel11,0.4173265404203249,0.06713907174846284
UPDRS III _Alpha_channel60,-0.4171691477915249,0.06725282648654843
MoCA corretto_Beta_channel10,-0.4171691477915249,0.06725282648654843
BDI_Beta_channel74,0.41675715231092736,0.06755127992717495
mH&Y_Theta_channel67,-0.4159454911753134,0.06814216459870043
Apathy_Gamma_channel89,-0.4158199464115872,0.06823390588852313
MoCA corretto_Delta_channel15,-0.4156631219872233,0.06834863487436944
BDI_Theta_channel2,0.4152361408061429,0.06866173789776354
UPDRS III _Alpha_channel24,-0.41340408328077105,0.07001740512760106
Apathy_Theta_channel12,0.412806758394112,0.07046371414949407
UPDRS III _Alpha_channel95,-0.41265107037862037,0.07058039037164125
MoCA corretto_Delta_channel13,-0.41265107037862037,0.07058039037164125
BDI_Gamma_channel62,-0.41219411779657406,0.07092367689910767
UPDRS III _Delta_channel76,-0.41189805747646946,0.07114675916675832
Apathy_Beta_channel94,-0.4105468673810055,0.07217155859501324
BDI_Gamma_channel43,0.4099126005393975,0.07265640226177295
BDI_Gamma_channel94,-0.4099126005393975,0.07265640226177295
Apathy_Delta_channel54,0.40979357037663666,0.0727476614442194
UPDRS III _Alpha_channel91,-0.4096390187700172,0.0728662823382788
UPDRS III _Beta_channel94,-0.4096390187700172,0.0728662823382788
Apathy_Alpha_channel47,0.4090402733722679,0.07332719419118566
UPDRS III _Alpha_channel64,-0.4088860058678665,0.07344630072686777
BDI_Theta_channel110,-0.40839158903461303,0.07382900272774508
Apathy_Theta_channel56,0.40828697636789907,0.07391016833619946
MoCA corretto_Delta_channel75,-0.4081329929657157,0.07402976026917722
MoCA corretto_Delta_channel12,-0.4081329929657157,0.07402976026917722
MoCA corretto_Delta_channel8,-0.4081329929657157,0.07402976026917722
BDI_Beta_channel63,-0.40763108328222086,0.0744205735373671
BDI_Theta_channel98,-0.40763108328222086,0.0744205735373671
BDI_Delta_channel43,0.40763108328222086,0.0744205735373671
Apathy_Theta_channel11,0.40753367936353024,0.07449659536021544
UPDRS III _Alpha_channel25,-0.4073799800635649,0.07461667242917693
BDI_Delta_channel24,-0.40687057752982864,0.07501567379977875
BDI_Delta_channel98,-0.40687057752982864,0.07501567379977875
MoCA corretto_Beta_channel36,-0.4066269671614141,0.07520704865105085
BDI_Delta_channel60,-0.40611007177743647,0.07561431529028154
UPDRS III _Alpha_channel70,-0.4058739542592634,0.07580090035879729
Apathy_Alpha_channel54,0.40527378835042377,0.07627670821741903
MoCA corretto_Alpha_channel14,-0.40512094135711263,0.07639823895582831
BDI_Theta_channel41,0.40458906027265207,0.07682226894992768
Apathy_Gamma_channel50,0.40452049134605494,0.07687706116630742
mH&Y_Beta_channel61,-0.4026706350739736,0.07836625209980283
UPDRS III _Theta_channel32,0.40210888974850956,0.07882268956200088
MoCA corretto_Beta_channel50,-0.40210888974850956,0.07882268956200088
MoCA corretto_Alpha_channel46,-0.40210888974850956,0.07882268956200088
Apathy_Alpha_channel55,0.40075400632421093,0.07993170240292564
Apathy_Theta_channel55,0.40075400632421093,0.07993170240292564
MoCA corretto_Beta_channel38,-0.400602863944208,0.08005613110886138
MoCA corretto_Theta_channel11,-0.400602863944208,0.08005613110886138
UPDRS III _Alpha_channel52,-0.3998498510420573,0.08067819541271923
UPDRS III _Alpha_channel89,-0.3990968381399065,0.08130383704377475
BDI_Alpha_channel5,0.3985050142535144,0.08179807254557543
BDI_Gamma_channel0,0.3985050142535144,0.08179807254557543
UPDRS III _Alpha_channel103,-0.39834382523775574,0.08193306720204646
mH&Y_Alpha_channel52,-0.39824568304019364,0.08201534137604348
mH&Y_Gamma_channel75,-0.39824568304019364,0.08201534137604348
MoCA corretto_Delta_channel10,-0.39759081233560495,0.0825658970629342
BDI_Delta_channel2,0.3969840027487301,0.08307848485687318
BDI_Delta_channel39,0.3954629912439456,0.08437366600660698
UPDRS III _Alpha_channel115,-0.39533177362915267,0.08448609623750516
Apathy_Gamma_channel52,0.3939743332848915,0.08565568610030985
BDI_Delta_channel23,-0.3939419797391612,0.08568370739552222
mH&Y_Beta_channel11,-0.3938207310064137,0.08578878069570155
mH&Y_Gamma_channel52,-0.3938207310064137,0.08578878069570155
mH&Y_Alpha_channel47,-0.3938207310064137,0.08578878069570155
mH&Y_Beta_channel55,-0.3938207310064137,0.08578878069570155
Apathy_Alpha_channel13,0.39322103628052274,0.08630987055198183
BDI_Delta_channel25,-0.393181473986769,0.08634432912181277
BDI_Theta_channel22,-0.393181473986769,0.08634432912181277
UPDRS III _Alpha_channel54,-0.3930727349227004,0.08643909260151579
UPDRS III _Alpha_channel51,-0.3930727349227004,0.08643909260151579
UPDRS III _Beta_channel67,-0.3930727349227004,0.08643909260151579
BDI_Theta_channel25,-0.39166046248198466,0.0876768312744294
UPDRS III _Alpha_channel12,-0.3915667091183988,0.08775945784701042
BDI_Beta_channel83,0.39089995672959243,0.08834873426825492
Apathy_Beta_channel115,-0.3902078482630474,0.0889634962158356
MoCA corretto_Delta_channel96,0.39006068331409727,0.08909461948966031
UPDRS III _Beta_channel20,-0.39006068331409727,0.08909461948966031
Apathy_Beta_channel6,0.3894545512586786,0.08963617929140463
mH&Y_Alpha_channel54,-0.3893957789726337,0.08968881889529948
BDI_Gamma_channel61,-0.389378945224808,0.08970390028693637
BDI_Theta_channel96,-0.38861843947241576,0.09038718569929333
MoCA corretto_Delta_channel14,-0.38855465750979573,0.09044466466746225
MoCA corretto_Alpha_channel50,-0.38855465750979573,0.09044466466746225
MoCA corretto_Gamma_channel30,-0.38855465750979573,0.09044466466746225
UPDRS III _Delta_channel37,-0.38629561880334345,0.0924978285123985
UPDRS III _Alpha_channel53,-0.38629561880334345,0.0924978285123985
UPDRS III _Alpha_channel55,-0.38629561880334345,0.0924978285123985
Apathy_Theta_channel15,0.38568806623683455,0.09305579755183144
BDI_Alpha_channel46,0.3855764164628469,0.0931586031024355
BDI_Gamma_channel2,0.3855764164628469,0.0931586031024355
MoCA corretto_Alpha_channel38,-0.38554260590119266,0.09318975180793168
UPDRS III _Alpha_channel114,-0.38554260590119266,0.09318975180793168
mH&Y_Alpha_channel75,-0.3849708269388538,0.09371767206422717
mH&Y_Beta_channel37,-0.3849708269388538,0.09371767206422717
mH&Y_Beta_channel36,-0.3849708269388538,0.09371767206422717
BDI_Gamma_channel37,-0.3848159107104548,0.09386108172959251
UPDRS III _Alpha_channel108,-0.38478959299904186,0.09388546062783519
UPDRS III _Beta_channel47,-0.38478959299904186,0.09388546062783519
Apathy_Theta_channel75,0.38418147222809695,0.09445007385985704
BDI_Beta_channel9,0.38329489920567034,0.09527766512971968
MoCA corretto_Theta_channel12,-0.3825305542925897,0.0959954066995385
UPDRS III _Theta_channel72,0.3817775413904388,0.09670636391932931
MoCA corretto_Alpha_channel45,-0.3810245284882881,0.09742115964990132
BDI_Delta_channel64,-0.3810133819484937,0.0974317693601281
mH&Y_Alpha_channel59,-0.38054587490507397,0.09787752069326314
mH&Y_Delta_channel69,-0.38054587490507397,0.09787752069326314
mH&Y_Beta_channel85,-0.38054587490507397,0.09787752069326314
mH&Y_Beta_channel76,-0.38054587490507397,0.09787752069326314
MoCA corretto_Beta_channel75,-0.3795185026839865,0.09886230859692755
UPDRS III _Alpha_channel58,-0.37876548978183583,0.09958868270378148
MoCA corretto_Beta_channel11,-0.37801247687968503,0.10031893710140215
UPDRS III _Theta_channel71,0.37801247687968503,0.10031893710140215
MoCA corretto_Beta_channel8,-0.37801247687968503,0.10031893710140215
BDI_Delta_channel45,0.3779713589389249,0.10035892425400274
Apathy_Gamma_channel13,0.37740179918877753,0.10091401467500846
UPDRS III _Beta_channel56,-0.37650645107538344,0.10179112816092387
BDI_Theta_channel43,0.3764503474341405,0.10184627312003781
BDI_Theta_channel24,-0.3764503474341405,0.10184627312003781
mH&Y_Alpha_channel61,-0.376120922871294,0.10217050681944549
MoCA corretto_Alpha_channel75,-0.37500042527108196,0.10327896419688021
UPDRS III _Gamma_channel85,-0.37500042527108196,0.10327896419688021
UPDRS III _Beta_channel15,-0.37500042527108196,0.10327896419688021
Apathy_Gamma_channel114,-0.37438861117130223,0.10388787639746032
BDI_Theta_channel23,-0.3741688301769639,0.10410724964499096
BDI_Alpha_channel10,0.3741688301769639,0.10410724964499096
MoCA corretto_Alpha_channel12,-0.3734943994667804,0.10478252704143352
Apathy_Theta_channel3,0.37288201716256464,0.10539842408093462
BDI_Gamma_channel110,-0.3726478186721795,0.10563465881635123
MoCA corretto_Beta_channel84,-0.3719883736624789,0.10630189792451866
MoCA corretto_Theta_channel36,-0.3719883736624789,0.10630189792451866
BDI_Beta_channel22,-0.3718873129197873,0.10640442215614436
mH&Y_Beta_channel58,-0.3716959708375141,0.10659873117121738
mH&Y_Delta_channel57,-0.3716959708375141,0.10659873117121738
mH&Y_Alpha_channel11,-0.3716959708375141,0.10659873117121738
UPDRS III _Alpha_channel50,-0.3712353607603281,0.10706753659699725
UPDRS III _Alpha_channel94,-0.3712353607603281,0.10706753659699725
MoCA corretto_Delta_channel107,0.3704823478581773,0.10783715746085523
UPDRS III _Alpha_channel107,-0.3704823478581773,0.10783715746085523
MoCA corretto_Beta_channel14,-0.3704823478581773,0.10783715746085523
UPDRS III _Alpha_channel112,-0.36972933495602656,0.10861077049467698
UPDRS III _Alpha_channel93,-0.36972933495602656,0.10861077049467698
BDI_Delta_channel111,-0.3696057956626107,0.10873807133443653
MoCA corretto_Theta_channel81,0.3689763220538758,0.10938838563697574
BDI_Alpha_channel84,0.3688452899102185,0.10952410835742282
BDI_Delta_channel61,-0.3680847841578263,0.11031423937954606
Apathy_Gamma_channel112,-0.3676089381319829,0.11081070855505455
UPDRS III _Gamma_channel76,-0.3674702962495743,0.11095566179827375
UPDRS III _Beta_channel65,-0.3674702962495743,0.11095566179827375
mH&Y_Delta_channel47,-0.36727101880373414,0.11116425031780258
mH&Y_Alpha_channel56,-0.36727101880373414,0.11116425031780258
mH&Y_Delta_channel89,-0.36727101880373414,0.11116425031780258
Apathy_Beta_channel56,0.3668556411276141,0.11159994463205847
UPDRS III _Alpha_channel101,-0.3667172833474235,0.11174534249030527
MoCA corretto_Theta_channel73,0.36596427044527274,0.11253906463607097
UPDRS III _Alpha_channel96,-0.36596427044527274,0.11253906463607097
UPDRS III _Beta_channel73,-0.36596427044527274,0.11253906463607097
BDI_Beta_channel24,-0.36580326690064974,0.11270929769280923
Apathy_Delta_channel13,0.36534904711887645,0.1131905546662829
BDI_Theta_channel1,0.3650427611482575,0.11351590574671654
MoCA corretto_Gamma_channel10,-0.3644582446409712,0.11413867217470797
Apathy_Alpha_channel49,0.36384245311013885,0.11479741333386621
Apathy_Gamma_channel115,-0.36384245311013885,0.11479741333386621
BDI_Beta_channel64,-0.36352174964347306,0.11514156467723555
MoCA corretto_Delta_channel73,0.3629522188366697,0.11575456175865972
MoCA corretto_Beta_channel96,0.3629522188366697,0.11575456175865972
mH&Y_Alpha_channel62,-0.3628460667699542,0.11586907382679286
mH&Y_Delta_channel52,-0.3628460667699542,0.11586907382679286
mH&Y_Gamma_channel58,-0.3628460667699542,0.11586907382679286
mH&Y_Gamma_channel51,-0.3628460667699542,0.11586907382679286
BDI_Alpha_channel44,0.3627612438910809,0.11596063536348533
UPDRS III _Beta_channel99,-0.36219920593451893,0.11656863629871189
BDI_Delta_channel104,-0.36200073813868866,0.11678387999449592
BDI_Beta_channel46,0.36200073813868866,0.11678387999449592
MoCA corretto_Alpha_channel11,-0.36144619303236813,0.11738681003967912
MoCA corretto_Alpha_channel49,-0.36144619303236813,0.11738681003967912
BDI_Alpha_channel80,0.36124023238629654,0.11761130836096736
UPDRS III _Theta_channel76,-0.36069318013021734,0.11820909245268785
BDI_Beta_channel111,-0.3604797266339043,0.11844293020719528
BDI_Gamma_channel41,0.3604797266339043,0.11844293020719528
Apathy_Delta_channel17,0.36007596808829473,0.11888615234834299
MoCA corretto_Alpha_channel35,-0.3599401672280666,0.11903549296396743
Apathy_Theta_channel9,0.35856937407955713,0.1205504841713269
MoCA corretto_Alpha_channel51,-0.35843414142376506,0.12070068575937856
mH&Y_Beta_channel20,-0.3584211147361743,0.12071516143394351
mH&Y_Beta_channel50,-0.3584211147361743,0.12071516143394351
Apathy_Beta_channel75,0.35781607707518837,0.12138886677880152
MoCA corretto_Theta_channel50,-0.3569281156194636,0.1223824629226549
MoCA corretto_Gamma_channel35,-0.3569281156194636,0.1223824629226549
BDI_Theta_channel94,-0.35667719787194324,0.12266427938384958
mH&Y_Delta_channel75,-0.3539961627023943,0.1257044202291915
mH&Y_Gamma_channel53,-0.3539961627023943,0.1257044202291915
mH&Y_Delta_channel77,-0.3539961627023943,0.1257044202291915
MoCA corretto_Delta_channel11,-0.3539160640108605,0.12579606460788786
UPDRS III _Alpha_channel104,-0.3531630511087097,0.12665994457880003
BDI_Gamma_channel27,-0.3528746691099822,0.1269918997830545
MoCA corretto_Theta_channel82,-0.352410038206559,0.1275280343534134
UPDRS III _Alpha_channel26,-0.352410038206559,0.1275280343534134
BDI_Delta_channel49,0.35211416335759005,0.1278702793393269
BDI_Beta_channel11,0.3513536576051978,0.12875296553512694
BDI_Theta_channel21,-0.3513536576051978,0.12875296553512694
BDI_Beta_channel84,0.3513536576051978,0.12875296553512694
Apathy_Gamma_channel37,-0.3510364040358689,0.12912246323708665
MoCA corretto_Alpha_channel9,-0.3509040124022573,0.1292768788886829
BDI_Beta_channel35,0.3505931518528056,0.12963996747350953
Apathy_Beta_channel46,0.3502831070315001,0.13000282302650693
UPDRS III _Delta_channel71,0.35015099950010664,0.13015765131229784
BDI_Delta_channel92,-0.34983264610041337,0.1305312942053048
BDI_Theta_channel111,-0.34983264610041337,0.1305312942053048
mH&Y_Gamma_channel55,-0.3495712106686144,0.13083870186291197
BDI_Theta_channel63,-0.3490721403480212,0.13142695472870816
BDI_Beta_channel98,-0.348311634595629,0.132326957988871
BDI_Theta_channel113,-0.348311634595629,0.132326957988871
BDI_Beta_channel26,-0.348311634595629,0.132326957988871
MoCA corretto_Alpha_channel83,-0.34789196079365436,0.13282547412579834
