,pearson_corr,p_val2
UPDRS III _Theta_channel66,-0.16756774877393285,0.48009429645854473
Apathy_Beta_channel55,0.1674736000057926,0.48034459969785237
BDI_Theta_channel89,0.16740457936475606,0.48052813875786826
MoCA corretto_Delta_channel85,-0.1673787155970856,0.48059692444623303
MoCA corretto_Theta_channel74,-0.1673094804678776,0.48078108206763664
MoCA corretto_Gamma_channel100,0.16718582316956201,0.4811100838781516
BDI_Delta_channel88,-0.16718269288967008,0.481118413734016
UPDRS III _Theta_channel77,-0.16714079876665777,0.481229903324786
Apathy_Gamma_channel82,0.16713079329858893,0.48125653200452856
MoCA corretto_Beta_channel46,-0.1666232303732774,0.48260832751629906
Apathy_Delta_channel75,0.16657741142258933,0.4827304501157633
mH&Y_Alpha_channel28,-0.16653448315997382,0.4828448819980276
Apathy_Gamma_channel89,-0.16649327934069136,0.48295472977457965
Apathy_Delta_channel55,0.16646309445110208,0.4830352093843941
UPDRS III _Alpha_channel90,-0.16630768943493576,0.48344965893458136
UPDRS III _Gamma_channel71,0.16613180913940073,0.48391892665834035
BDI_Gamma_channel72,-0.16603184691294534,0.48418573731857323
mH&Y_Theta_channel110,-0.16595504247513262,0.4843907866866597
mH&Y_Beta_channel23,-0.16582580322335216,0.48473592145388
UPDRS III _Alpha_channel7,-0.1657262448857559,0.48500187602873124
Apathy_Delta_channel69,0.165599948121232,0.4853393620316187
UPDRS III _Alpha_channel14,-0.16547775976915713,0.48566598020602425
MoCA corretto_Beta_channel65,0.1654452724230799,0.4857528394852128
mH&Y_Delta_channel22,-0.16516644295154415,0.48649864323308456
mH&Y_Alpha_channel42,-0.1651381052350162,0.4865744716578643
BDI_Gamma_channel102,-0.1647274348654683,0.4876740326001453
Apathy_Alpha_channel54,0.16457716889616786,0.48807667242405073
BDI_Gamma_channel81,-0.16448340468985698,0.4883279979549345
BDI_Gamma_channel28,-0.16424522383995188,0.4889667043821514
Apathy_Theta_channel54,0.16418696090337984,0.48912300501285516
Apathy_Beta_channel89,-0.1640907537088524,0.48938115164408347
Apathy_Beta_channel66,0.1637111007518745,0.4904005040350775
Apathy_Theta_channel82,0.16333443405190945,0.491412868338873
BDI_Delta_channel73,0.16323152584890058,0.4916896321791177
UPDRS III _Delta_channel35,0.16299794095632514,0.49231812469731373
MoCA corretto_Delta_channel29,-0.16276309032041858,0.4929504195153601
mH&Y_Beta_channel90,-0.16276052177816597,0.4929573370695799
BDI_Delta_channel61,-0.16274341920402768,0.493003398642623
Apathy_Gamma_channel110,-0.16256533649728688,0.49348314574712726
UPDRS III _Theta_channel25,-0.16253876850515522,0.4935547383429446
Apathy_Gamma_channel66,0.16241981665498054,0.4938753394143117
MoCA corretto_Beta_channel42,-0.1622043332123668,0.49445637331680303
Apathy_Delta_channel51,0.16212172737943345,0.49467920187830017
Apathy_Alpha_channel110,-0.16202885237064124,0.49492979002186005
mH&Y_Delta_channel13,-0.16198265604859566,0.495054456433435
Apathy_Theta_channel12,0.16194190759569796,0.4951644338296577
Apathy_Beta_channel20,0.1618006108080664,0.4955458769282653
MoCA corretto_Delta_channel112,0.16178398852690073,0.4955907596598931
mH&Y_Gamma_channel91,-0.16148730608594744,0.49639218162613213
BDI_Gamma_channel54,-0.1613935980086206,0.496645444431931
BDI_Gamma_channel56,-0.16124775180122453,0.4970397450271705
mH&Y_Theta_channel82,0.16109163464158271,0.4974619823466329
mH&Y_Alpha_channel71,-0.16086553218748542,0.49807381245413096
UPDRS III _Delta_channel13,-0.16084457930008814,0.49813052919313905
UPDRS III _Theta_channel67,-0.16053273276574068,0.4989750281248348
Apathy_Beta_channel38,0.16049524805639115,0.49907658572525354
Apathy_Theta_channel19,0.16025329186637977,0.49973236078712957
Apathy_Alpha_channel56,0.16024021479821343,0.4997678155310187
mH&Y_Gamma_channel23,-0.16015246835023558,0.5000057465762335
MoCA corretto_Alpha_channel23,0.1599825194451795,0.5004667318770841
Apathy_Theta_channel33,0.15965758260846336,0.5013486938682441
MoCA corretto_Theta_channel50,-0.15956988658819649,0.5015868522079074
Apathy_Delta_channel19,0.159532221131484,0.50168915805846
Apathy_Beta_channel107,0.15944852569279794,0.5019165253769602
BDI_Alpha_channel38,0.15939341344068064,0.502066270716741
UPDRS III _Delta_channel95,-0.15931530175842074,0.5022785447374958
BDI_Beta_channel73,0.15923980652089595,0.5024837496010216
BDI_Theta_channel40,0.15917032638548143,0.502672640505552
BDI_Gamma_channel75,-0.15911179506686848,0.5028317922239443
UPDRS III _Theta_channel16,-0.1590575502543965,0.5029793102865027
MoCA corretto_Beta_channel23,0.15897729965759766,0.5031975890620909
Apathy_Gamma_channel28,0.1589689142329756,0.5032203997578293
BDI_Theta_channel78,0.15873807973994727,0.5038485299476742
Apathy_Alpha_channel104,-0.15870397218990495,0.5039413730068822
UPDRS III _Theta_channel35,0.1586333349759136,0.5041336785145192
BDI_Delta_channel30,-0.15845404078084227,0.5046219548361814
BDI_Theta_channel67,0.15842259849720472,0.5047076058593621
MoCA corretto_Alpha_channel71,0.15835661547730234,0.5048873710765844
Apathy_Delta_channel56,0.1583462122096173,0.5049157167227393
BDI_Gamma_channel20,-0.15797094983280857,0.505938701298337
Apathy_Delta_channel18,0.1579157528962129,0.5060892550194732
UPDRS III _Delta_channel53,-0.1578389219070488,0.506298853066018
UPDRS III _Theta_channel17,-0.15772845607645605,0.5066002814165917
MoCA corretto_Alpha_channel96,0.1577237712787381,0.5066130667396138
Apathy_Gamma_channel77,0.1575138668764517,0.5071860777292418
UPDRS III _Beta_channel22,-0.15731018280253123,0.5077424052936743
mH&Y_Theta_channel99,-0.15693919088907568,0.508756456533982
Apathy_Beta_channel88,-0.15685154940705082,0.5089961530419957
UPDRS III _Alpha_channel30,0.15682005822297707,0.5090822935744854
Apathy_Theta_channel5,0.1568103019919795,0.5091089820444937
mH&Y_Theta_channel28,-0.15675734846820658,0.5092538497199948
Apathy_Alpha_channel26,-0.15668369915767433,0.5094553687192029
BDI_Gamma_channel71,-0.15668321802305912,0.5094566853235722
UPDRS III _Gamma_channel106,0.15656122795050678,0.5097905584849702
BDI_Delta_channel64,-0.1563558599587334,0.5103528639260222
mH&Y_Alpha_channel73,-0.15609238750837717,0.5110746953471097
mH&Y_Gamma_channel24,-0.15554446746684478,0.5125773823218892
MoCA corretto_Alpha_channel94,0.15529738104123364,0.5132557119390936
UPDRS III _Alpha_channel2,0.15525863915209764,0.5133621092829779
MoCA corretto_Alpha_channel66,0.15488668941578007,0.514384133300906
BDI_Delta_channel79,0.1547856219563922,0.5146620080874273
Apathy_Gamma_channel12,0.15465802079310687,0.5150129364034163
BDI_Alpha_channel31,0.154361703610197,0.515828304854033
BDI_Alpha_channel69,0.15427552221479773,0.5160655628311996
MoCA corretto_Delta_channel101,0.15372024008794294,0.5175954974418129
mH&Y_Alpha_channel46,-0.1536652218347723,0.5177472025322242
Apathy_Beta_channel85,0.15364903815469455,0.5177918307534362
Apathy_Delta_channel32,0.15347720704458107,0.5182657854708699
UPDRS III _Theta_channel27,0.153246623206028,0.5189021173048398
BDI_Gamma_channel88,-0.15315983128861071,0.5191417285331641
mH&Y_Beta_channel113,-0.15308195095097413,0.5193567815018476
BDI_Gamma_channel92,-0.1530702301288647,0.5193891501451406
BDI_Alpha_channel100,0.15280037630146767,0.5201346511997362
UPDRS III _Delta_channel27,0.15271114898749244,0.5203812623790487
mH&Y_Alpha_channel106,0.15270204946263255,0.5204064152220726
Apathy_Theta_channel28,0.1526458564556206,0.520561756223771
MoCA corretto_Theta_channel49,-0.152477888072684,0.521026221296101
BDI_Alpha_channel7,0.15241836235816736,0.5211908681934002
UPDRS III _Gamma_channel81,-0.15236316526730506,0.5213435640738582
mH&Y_Delta_channel112,-0.15234983913767364,0.5213804323052131
mH&Y_Gamma_channel14,-0.15208442462170374,0.5221149866144288
BDI_Theta_channel26,-0.15205030533694655,0.522209449510423
BDI_Beta_channel29,-0.15184163708530765,0.5227873445427366
Apathy_Delta_channel28,0.15180978723808955,0.5228755773029599
UPDRS III _Delta_channel14,0.15136825760171752,0.5240994541600561
Apathy_Theta_channel60,0.15121955089343173,0.5245119563960718
Apathy_Gamma_channel33,0.15055587313885122,0.5263548036621082
UPDRS III _Alpha_channel100,-0.1504814918322061,0.5265615278990889
UPDRS III _Theta_channel50,-0.1503378116490854,0.5269609582849537
UPDRS III _Theta_channel99,-0.15026569312945454,0.5271615007606053
UPDRS III _Delta_channel25,-0.15017314312178154,0.5274189099099273
mH&Y_Beta_channel101,-0.14984537323386046,0.5283310064850103
BDI_Gamma_channel36,-0.14982290714122348,0.5283935505299616
MoCA corretto_Gamma_channel64,-0.14956710291890168,0.5291059346527456
MoCA corretto_Gamma_channel97,0.14952589773275635,0.5292207279017005
BDI_Delta_channel60,-0.1494807019070189,0.5293466519579751
Apathy_Theta_channel72,0.1494769238818719,0.5293571788760181
MoCA corretto_Beta_channel20,-0.14912731490367778,0.5303317343321551
Apathy_Alpha_channel101,0.14911468957065807,0.5303669437553649
Apathy_Beta_channel72,0.1490557251534209,0.5305313975911671
Apathy_Gamma_channel113,-0.14896777625595567,0.5307767341123717
Apathy_Gamma_channel79,0.14894513763550266,0.5308398938482692
Apathy_Gamma_channel75,0.1488506710066091,0.5311034849409997
Apathy_Beta_channel71,0.14883974065151748,0.5311339879256425
BDI_Beta_channel80,0.14865217766739258,0.5316575402957218
Apathy_Beta_channel51,0.14859338142452255,0.5318217098880355
Apathy_Beta_channel61,0.1484828592509451,0.5321303710160667
UPDRS III _Theta_channel83,-0.1484705684168947,0.5321647014012041
MoCA corretto_Alpha_channel93,0.1484019603931204,0.5323563540812923
BDI_Theta_channel106,0.14837624019611276,0.5324282102427186
Apathy_Gamma_channel51,0.14822611381540443,0.5328477174283012
UPDRS III _Theta_channel73,-0.14820907286601748,0.5328953456344486
UPDRS III _Theta_channel90,0.1479931859925605,0.533498903978216
mH&Y_Theta_channel22,-0.14796737755835798,0.5335710781465094
Apathy_Alpha_channel86,-0.14794157740444763,0.5336432336652734
Apathy_Delta_channel58,0.1478981561668874,0.5337646803960654
UPDRS III _Theta_channel82,0.1478636101862114,0.5338613126517415
mH&Y_Gamma_channel98,-0.1476754118794451,0.5343878840343984
Apathy_Alpha_channel69,0.1475257977922783,0.5348066691436417
mH&Y_Gamma_channel107,-0.14746531956814402,0.5349759967913863
UPDRS III _Theta_channel93,-0.14740513482999246,0.5351445272552322
MoCA corretto_Beta_channel29,-0.14728356956465968,0.5354850112321214
MoCA corretto_Alpha_channel20,-0.14711783744820003,0.5359493598027967
mH&Y_Gamma_channel43,-0.14706412792957915,0.5360998829780416
BDI_Gamma_channel77,-0.14687704627077075,0.5366243389554306
UPDRS III _Theta_channel65,-0.14673886184085283,0.5370118700907995
MoCA corretto_Gamma_channel72,0.1467146204419512,0.5370798671012994
Apathy_Theta_channel100,0.14660207476722262,0.5373956089854584
Apathy_Beta_channel106,-0.14651166835374543,0.5376493018641573
BDI_Gamma_channel55,-0.14643125445157493,0.5378750005528168
mH&Y_Alpha_channel9,0.14640056360748818,0.5379611523816971
MoCA corretto_Delta_channel95,0.14636206944031876,0.5380692177548254
mH&Y_Alpha_channel92,-0.146345070789873,0.5381169415431319
UPDRS III _Theta_channel6,-0.14621927777261856,0.5384701663334251
mH&Y_Theta_channel5,0.1460157736595589,0.5390418275742974
BDI_Alpha_channel10,0.1457613760403876,0.5397568438567164
Apathy_Beta_channel75,0.14568205075050625,0.5399798861891787
BDI_Alpha_channel102,0.1455358737603655,0.5403910086854435
BDI_Alpha_channel46,0.14548260939899788,0.5405408501468281
UPDRS III _Alpha_channel86,-0.14543205996899583,0.540683071611548
MoCA corretto_Beta_channel33,0.1453901286852768,0.5408010587809471
Apathy_Theta_channel36,0.14532255621251894,0.5409912204328273
mH&Y_Theta_channel26,-0.1452898730788182,0.5410832078733991
mH&Y_Theta_channel111,-0.14517370502543359,0.5414102233458611
MoCA corretto_Alpha_channel88,-0.1451056319644426,0.5416018923155187
UPDRS III _Theta_channel97,-0.14505291906822398,0.5417503339107809
BDI_Beta_channel67,0.14501460423900514,0.5418582416244587
UPDRS III _Gamma_channel107,-0.1449606561600988,0.5420101945488984
UPDRS III _Theta_channel107,-0.14482312427337335,0.54239766177126
mH&Y_Theta_channel93,-0.1446090344775365,0.5430010658212312
Apathy_Beta_channel103,0.1446077675106773,0.5430046376289446
Apathy_Gamma_channel111,-0.14445565183873346,0.5434335568001292
BDI_Beta_channel23,-0.1443263011240593,0.5437984070211492
MoCA corretto_Theta_channel40,0.14427355290937122,0.5439472220580478
Apathy_Alpha_channel51,0.14414231482886739,0.5443175556347528
MoCA corretto_Gamma_channel52,-0.14411563442138106,0.5443928576260112
mH&Y_Gamma_channel65,-0.14401977924867593,0.5446634354518901
MoCA corretto_Beta_channel109,0.1438554468202744,0.545127451339642
UPDRS III _Delta_channel19,-0.14374615348757866,0.5454361558064664
MoCA corretto_Alpha_channel44,-0.1433768599650819,0.5464798297836164
mH&Y_Gamma_channel99,-0.14336951740415538,0.546500590026695
MoCA corretto_Theta_channel89,0.1431880303701242,0.5470138370916372
MoCA corretto_Theta_channel109,0.14314687326317296,0.5471302601025976
UPDRS III _Theta_channel101,-0.14310494660504117,0.5472488714993953
Apathy_Delta_channel65,-0.14307373950796123,0.5473371645796199
BDI_Gamma_channel51,-0.14290540957257158,0.5478135252330213
BDI_Alpha_channel37,0.14237044092955703,0.5493286870966061
BDI_Gamma_channel83,-0.1422720000535144,0.5496077012810161
UPDRS III _Delta_channel18,-0.14224609288318057,0.5496811414282161
mH&Y_Theta_channel9,0.14222061786985846,0.5497533608315754
MoCA corretto_Gamma_channel91,0.14215145378127172,0.5499494564360742
BDI_Delta_channel29,-0.14205179488868108,0.550232066973209
MoCA corretto_Gamma_channel110,-0.14199687324690852,0.5503878405080385
BDI_Delta_channel56,-0.1418847891566374,0.5507058046983321
mH&Y_Delta_channel5,0.1415956096984239,0.5515265406726437
Apathy_Delta_channel26,-0.1414694945242063,0.5518846469521608
mH&Y_Alpha_channel39,-0.1413829021886467,0.5521305878417808
BDI_Delta_channel115,-0.14116824946415013,0.552740459767223
Apathy_Theta_channel71,0.14078005407653305,0.5538441677387761
MoCA corretto_Alpha_channel113,0.14039721128570856,0.5549336221007725
UPDRS III _Beta_channel23,-0.14005672913526074,0.5559033343414599
UPDRS III _Gamma_channel2,0.14000524643267498,0.5560500257042049
BDI_Gamma_channel90,-0.13992631912214923,0.5562749493993354
Apathy_Delta_channel102,-0.1397831002410918,0.5566831919976203
mH&Y_Beta_channel5,0.13955187284440634,0.5573425826277634
mH&Y_Theta_channel97,-0.1395320232283867,0.5573992039237258
MoCA corretto_Beta_channel27,0.13949467931815177,0.5575057348643631
UPDRS III _Delta_channel110,-0.13927218519695714,0.5581406312984039
Apathy_Theta_channel105,0.13918208374131585,0.5583978309954706
BDI_Delta_channel104,-0.13914022906745702,0.558517325431833
MoCA corretto_Gamma_channel42,-0.13910246518851374,0.5586251504572917
MoCA corretto_Beta_channel62,0.13877022063960742,0.5595741872802384
Apathy_Theta_channel75,0.1387524805888648,0.5596248807754188
MoCA corretto_Beta_channel56,-0.1385479900012893,0.5602093745483705
mH&Y_Beta_channel14,-0.13834588739674633,0.5607873082591834
Apathy_Beta_channel60,0.13761091005310722,0.5628912742270782
Apathy_Theta_channel62,0.1375102762110274,0.5631796220250629
UPDRS III _Delta_channel92,0.1371522054223246,0.5642061356508886
Apathy_Theta_channel87,0.13705977811831987,0.5644712388885322
Apathy_Alpha_channel30,-0.13692817254862585,0.5648488091072706
BDI_Gamma_channel38,-0.1369015876295449,0.5649250934693297
mH&Y_Alpha_channel1,0.1368135518974909,0.5651777407964191
MoCA corretto_Delta_channel25,-0.13674245505256946,0.5653818126664687
UPDRS III _Gamma_channel28,-0.1364759293133006,0.5661471190850902
mH&Y_Gamma_channel86,0.13608475728173464,0.5672711588573758
mH&Y_Delta_channel33,0.135929904821022,0.5677163998840279
MoCA corretto_Theta_channel24,0.13576623793670373,0.5681871507577829
UPDRS III _Beta_channel68,-0.13574279757764762,0.5682545856279022
UPDRS III _Delta_channel105,-0.13572293707260769,0.5683117244599218
Apathy_Alpha_channel111,-0.13567439289179306,0.5684513970242293
Apathy_Gamma_channel107,0.13563938377900692,0.5685521354500328
UPDRS III _Theta_channel11,-0.13543775469772062,0.5691324731575902
MoCA corretto_Theta_channel42,-0.13530247070009166,0.5695219983690549
Apathy_Beta_channel93,0.13512229572241227,0.5700409592998843
UPDRS III _Beta_channel38,0.1347947737814141,0.5709848534154149
MoCA corretto_Delta_channel53,0.1346916708002094,0.571282129256697
UPDRS III _Delta_channel43,0.13453585567464857,0.5717315171789454
mH&Y_Beta_channel71,-0.13430471770673275,0.5723984272037461
Apathy_Gamma_channel55,0.13410040149169244,0.57298822850712
BDI_Alpha_channel94,0.1337837012730944,0.5739029700083449
Apathy_Theta_channel64,0.13354104752956583,0.5746042667088249
UPDRS III _Beta_channel39,-0.1335276937196448,0.5746428714809255
Apathy_Alpha_channel75,0.13339764900407589,0.5750188787374599
BDI_Gamma_channel16,-0.13317711013986702,0.5756567808551742
Apathy_Gamma_channel84,0.13302140411303517,0.5761073397778195
BDI_Gamma_channel47,-0.13297036895595982,0.5762550508061286
MoCA corretto_Theta_channel77,0.13295652862939747,0.5762951116706292
Apathy_Theta_channel51,0.13272207391446952,0.5769739238864773
UPDRS III _Gamma_channel105,-0.13247769479242494,0.5776818363098875
MoCA corretto_Beta_channel80,0.13234620084596044,0.5780628997968528
MoCA corretto_Theta_channel20,-0.13217891900674367,0.5785478310689132
UPDRS III _Theta_channel79,-0.13207798223386724,0.578840519932652
Apathy_Alpha_channel34,-0.13199604977833534,0.5790781482342964
BDI_Delta_channel11,0.13197173226805273,0.5791486842458055
mH&Y_Gamma_channel7,-0.13196360146537167,0.5791722694887734
Apathy_Gamma_channel65,-0.1319630113215574,0.5791739813512071
BDI_Gamma_channel12,-0.13155618204137795,0.5803546094718581
UPDRS III _Delta_channel100,0.13145402615096485,0.5806512300325011
MoCA corretto_Delta_channel32,-0.13142413275235057,0.5807380409830813
Apathy_Theta_channel81,0.13111195851356577,0.5816449320170833
BDI_Delta_channel107,0.13074730487729586,0.5827050452678448
MoCA corretto_Alpha_channel19,-0.13070032013330163,0.5828416982054277
mH&Y_Beta_channel38,0.13039875606840964,0.5837191082895852
BDI_Gamma_channel58,-0.13025431292573425,0.5841395691754497
mH&Y_Beta_channel3,-0.13017689302244206,0.5843649845066641
BDI_Delta_channel86,0.12980145824960415,0.5854586223132632
Apathy_Gamma_channel29,0.12970659866656645,0.5857350847352367
mH&Y_Delta_channel74,-0.12961776700507796,0.5859940293478128
UPDRS III _Delta_channel0,0.12954988857561425,0.586191927920608
UPDRS III _Beta_channel80,-0.129473721847352,0.586414024627022
mH&Y_Theta_channel78,0.12901718337055107,0.5877460045806102
Apathy_Beta_channel91,0.12896063856840734,0.5879110665828734
UPDRS III _Beta_channel1,-0.1284826293957532,0.5893072226070053
mH&Y_Delta_channel9,0.12835953299879732,0.5896669853137846
BDI_Alpha_channel104,0.1282417280878621,0.5900113696827076
MoCA corretto_Alpha_channel91,0.1279818036281364,0.5907715178260451
Apathy_Alpha_channel21,0.12796635253897148,0.5908167174425893
BDI_Alpha_channel49,0.1279435097546907,0.5908835429090218
mH&Y_Beta_channel7,-0.12788017487254527,0.5910688426739561
UPDRS III _Gamma_channel78,-0.12787269425994172,0.5910907304208155
BDI_Beta_channel91,0.12778200695968786,0.5913561021749211
BDI_Beta_channel26,-0.12768569919583508,0.5916379754595753
Apathy_Theta_channel21,0.12766817250718646,0.5916892785864724
BDI_Gamma_channel14,-0.12765700859337073,0.591721957933973
BDI_Delta_channel18,-0.1275340783164813,0.5920818532576637
BDI_Theta_channel115,0.12751682425835295,0.5921323742369298
BDI_Theta_channel1,0.1273778022593114,0.5925395054426894
mH&Y_Gamma_channel32,0.12723306448582794,0.5929635001142276
UPDRS III _Theta_channel33,0.1272224447866732,0.5929946144514935
Apathy_Delta_channel84,0.12711789377236618,0.5933009718155814
mH&Y_Gamma_channel90,-0.12706862431715032,0.5934453650665774
Apathy_Alpha_channel81,0.12675048538418698,0.5943780838183232
mH&Y_Theta_channel112,-0.12669652403131992,0.5945363482669028
MoCA corretto_Gamma_channel61,-0.1265660661269762,0.5949190438281031
Apathy_Alpha_channel65,-0.12652664620024806,0.595034701587587
UPDRS III _Gamma_channel45,-0.1264260482767933,0.5953298976237863
UPDRS III _Delta_channel88,-0.12612493165415203,0.5962138634249443
Apathy_Alpha_channel108,-0.1260032810911573,0.5965711388912138
MoCA corretto_Delta_channel108,0.12596020443254297,0.5966976720565458
Apathy_Gamma_channel63,-0.1259012926827957,0.5968707372120515
Apathy_Theta_channel25,0.12589109215251065,0.5969007054485134
Apathy_Gamma_channel106,-0.12588381173529967,0.5969220950392069
MoCA corretto_Gamma_channel58,-0.12585266288386987,0.5970136127863894
UPDRS III _Delta_channel47,-0.12579842915535552,0.5971729696153404
MoCA corretto_Alpha_channel29,-0.1257194858992627,0.5974049628879766
BDI_Beta_channel21,-0.12571130405057002,0.597429009310492
MoCA corretto_Gamma_channel108,0.12569297971740404,0.5974828659153533
BDI_Theta_channel76,-0.12561488632790022,0.5977124109171392
mH&Y_Alpha_channel4,0.12539470760977797,0.5983597936631702
MoCA corretto_Gamma_channel25,-0.12526805890182233,0.5987323055166448
Apathy_Alpha_channel61,0.1252425540077178,0.5988073346883931
BDI_Alpha_channel39,0.12506521051181613,0.5993291436473578
UPDRS III _Alpha_channel23,-0.1250064507557496,0.5995020776940052
MoCA corretto_Gamma_channel49,-0.12493695463171517,0.5997066362691204
mH&Y_Beta_channel100,-0.1248426505380613,0.5999842621031186
BDI_Alpha_channel12,0.1248329341118071,0.6000128697233968
BDI_Gamma_channel52,-0.12474317618746661,0.6002771664546896
MoCA corretto_Theta_channel18,-0.12465500422140896,0.6005368400854725
UPDRS III _Theta_channel7,-0.12458559867854499,0.6007412777013987
UPDRS III _Alpha_channel1,-0.12373757046143939,0.6032415051450692
MoCA corretto_Alpha_channel83,-0.12322850995308784,0.6047444105316591
mH&Y_Delta_channel34,0.12303439090507515,0.605317914385396
mH&Y_Gamma_channel72,-0.12284831894178491,0.6058678529143178
mH&Y_Theta_channel101,-0.12280334608712574,0.6060008015317775
Apathy_Alpha_channel109,-0.12271837160435355,0.6062520354007718
Apathy_Beta_channel98,-0.12255517192023041,0.6067346676964772
BDI_Theta_channel83,0.12247120348326751,0.6069830496316133
BDI_Beta_channel108,0.12244662630429493,0.6070557577435391
BDI_Alpha_channel0,0.12240741424707911,0.6071717684341417
BDI_Delta_channel54,-0.12240337593726909,0.6071837164748541
Apathy_Gamma_channel16,0.1223215229064939,0.6074259135531093
Apathy_Alpha_channel112,-0.12226541622705567,0.6075919518337776
BDI_Beta_channel70,0.12211320764582087,0.6080424806871618
Apathy_Alpha_channel90,-0.12190509834454272,0.6086586926487965
mH&Y_Beta_channel103,-0.12175282105412735,0.6091097468559776
MoCA corretto_Alpha_channel58,-0.12166906680403108,0.6093578897352269
Apathy_Delta_channel20,0.12157475396552761,0.6096373642303227
MoCA corretto_Delta_channel93,0.12138329938955739,0.6102048560438349
Apathy_Alpha_channel18,0.12099578765293385,0.6113541374995614
MoCA corretto_Alpha_channel26,0.12092122052659393,0.6115753890109101
MoCA corretto_Beta_channel110,0.12081577901831846,0.6118883045934886
BDI_Beta_channel31,-0.12079844708155937,0.6119397462550147
BDI_Beta_channel105,0.12077080497832232,0.6120217923906945
mH&Y_Beta_channel102,-0.12076988558105264,0.6120245213836755
BDI_Theta_channel6,0.12058427651084212,0.612575554614248
mH&Y_Alpha_channel113,-0.12055052203879191,0.6126757858792575
MoCA corretto_Delta_channel22,-0.12029858543752522,0.6134241009799501
BDI_Delta_channel14,-0.12009943301037222,0.6140158944646874
Apathy_Theta_channel88,-0.12006291089144179,0.6141244470983527
MoCA corretto_Alpha_channel95,0.12004372830011091,0.6141814655277871
BDI_Gamma_channel82,-0.11999986775566174,0.6143118448354875
mH&Y_Gamma_channel95,-0.11999731833623356,0.6143194235505234
MoCA corretto_Beta_channel48,-0.11955690854746123,0.6156292036941426
mH&Y_Gamma_channel84,0.11945605252834225,0.6159293075419574
MoCA corretto_Beta_channel30,-0.119444036780761,0.6159650651181844
BDI_Alpha_channel29,0.11915299316267128,0.6168314340063572
BDI_Delta_channel31,-0.11890187379187545,0.617579349764559
mH&Y_Alpha_channel78,0.11874650136596052,0.6180422813284291
mH&Y_Delta_channel31,0.11871181546634485,0.6181456467710995
UPDRS III _Theta_channel21,-0.11856864799652757,0.6185723649426269
Apathy_Delta_channel59,0.11852808759026814,0.6186932787429583
Apathy_Alpha_channel80,-0.11852718512349408,0.6186959691755565
BDI_Theta_channel53,0.11823315810736663,0.619572770540179
mH&Y_Theta_channel13,-0.11808681349798422,0.6200093610053069
UPDRS III _Gamma_channel115,-0.11798794851462621,0.6203043746167398
mH&Y_Alpha_channel98,-0.11768868454180584,0.6211977200308916
Apathy_Theta_channel38,0.11761172444077922,0.6214275394357773
MoCA corretto_Delta_channel103,0.11748133529575559,0.6218169864764524
BDI_Alpha_channel28,0.11731460841157107,0.6223151082937831
UPDRS III _Gamma_channel34,-0.11719060872812292,0.6226856786475435
mH&Y_Beta_channel9,0.11714166075366922,0.6228319826587773
Apathy_Alpha_channel87,0.11699740875838634,0.6232632266347353
BDI_Beta_channel63,-0.11694841576754114,0.6234097189450644
UPDRS III _Theta_channel87,-0.11673975546519756,0.6240337796003446
UPDRS III _Beta_channel2,0.11666100766056374,0.624269362438876
Apathy_Beta_channel28,0.11655996653489423,0.6245716896544868
UPDRS III _Theta_channel94,0.11649702779244395,0.6247600391487591
Apathy_Alpha_channel115,-0.116433348929242,0.624950626314971
BDI_Alpha_channel27,0.11636669584690518,0.6251501396996322
MoCA corretto_Alpha_channel60,-0.1163620329436594,0.6251640981573787
Apathy_Alpha_channel70,0.11632055453564402,0.6252882696837927
BDI_Alpha_channel19,0.1163072990674573,0.6253279538662263
BDI_Theta_channel88,-0.11624063115686786,0.6255275591091669
MoCA corretto_Alpha_channel39,-0.11615044897405105,0.6257976065415294
Apathy_Gamma_channel105,-0.11610154933054911,0.6259440540214076
Apathy_Gamma_channel98,-0.1160936718308542,0.6259676472743022
Apathy_Theta_channel29,0.11602766509123941,0.6261653523926417
UPDRS III _Delta_channel82,0.11572562751056452,0.6270703364035758
UPDRS III _Delta_channel7,-0.11570086582301059,0.6271445517034462
mH&Y_Gamma_channel109,-0.11516720105251212,0.6287448794760909
MoCA corretto_Gamma_channel22,-0.11506863983708436,0.629040614762675
Apathy_Alpha_channel60,0.11488800976701835,0.6295827407624277
BDI_Theta_channel68,0.11479703526871382,0.6298558521112103
BDI_Alpha_channel113,0.11452664008191518,0.6306678689136906
mH&Y_Beta_channel114,-0.11447920994092331,0.630810347206047
UPDRS III _Delta_channel78,0.11443402130936262,0.63094610375938
UPDRS III _Theta_channel13,-0.11430449233023038,0.6313353002593876
BDI_Beta_channel24,-0.11417112261465004,0.6317361346681571
BDI_Beta_channel27,-0.11408330646227777,0.6320001147040688
Apathy_Gamma_channel20,0.11391303179860418,0.6325120915647917
Apathy_Alpha_channel36,0.11391050496065869,0.6325196903997954
BDI_Gamma_channel18,-0.11349630409589959,0.6337657749875727
Apathy_Gamma_channel101,0.11344809933372407,0.6339108562678413
BDI_Beta_channel93,0.11330300357301776,0.6343476267917597
Apathy_Delta_channel88,-0.11328935492694403,0.6343887182446506
BDI_Theta_channel23,-0.11324531380972495,0.6345213181618219
MoCA corretto_Gamma_channel109,-0.11316271897796401,0.6347700253087118
mH&Y_Alpha_channel101,-0.11312736039209838,0.6348765075695172
