,pearson_corr,p_val2
MoCA corretto_Delta_channel79,0.28408553334592,0.2247973825405427
Apathy_Theta_channel40,0.28400010994639635,0.22494288047551325
mH&Y_Gamma_channel39,-0.28399699344840024,0.22494818983176323
MoCA corretto_Gamma_channel51,-0.28380576740682173,0.2252741245279235
UPDRS III _Beta_channel101,-0.28344400643072765,0.22589156943497934
mH&Y_Beta_channel26,-0.28341649211642694,0.2259385753127527
UPDRS III _Beta_channel34,-0.2830932358476456,0.22649130894187974
MoCA corretto_Delta_channel51,-0.28306540953494724,0.2265389301161148
MoCA corretto_Gamma_channel73,0.2828657504262627,0.2268808125120497
Apathy_Alpha_channel68,0.2824606811475019,0.227575457312882
UPDRS III _Delta_channel103,-0.2824276107655937,0.2276322300873869
Apathy_Theta_channel101,0.2820054135349093,0.22835783724851078
BDI_Gamma_channel111,-0.2819243896815694,0.22849726040156998
MoCA corretto_Theta_channel75,-0.2814560842755229,0.22930418970419109
Apathy_Beta_channel67,0.2814423830211707,0.22932782596465934
BDI_Theta_channel50,0.2814378455382869,0.22933565400052974
Apathy_Delta_channel9,0.2812984350815704,0.2295762486690319
mH&Y_Alpha_channel68,-0.2811835351798395,0.22977466627965135
MoCA corretto_Delta_channel3,-0.28083481695447543,0.23037754075741912
UPDRS III _Alpha_channel105,-0.2805193822665184,0.23092375778970586
Apathy_Gamma_channel50,0.28042998783893447,0.2310787088624393
MoCA corretto_Alpha_channel51,-0.27998760595301314,0.23184650092700892
Apathy_Delta_channel52,0.27916597006059296,0.23327690712869253
UPDRS III _Gamma_channel9,0.27907224655723684,0.23344043510311302
MoCA corretto_Delta_channel100,0.2788825654347372,0.2337716162626362
BDI_Gamma_channel98,-0.2785287807968217,0.23439013289504815
BDI_Gamma_channel25,-0.27842908919513876,0.23456461337420814
BDI_Theta_channel73,0.27836952222633693,0.234668907725336
MoCA corretto_Beta_channel3,-0.27836401133793953,0.23467855812129312
UPDRS III _Beta_channel81,-0.2781525437199541,0.2350490637560395
UPDRS III _Beta_channel28,-0.27783977084977907,0.23559775631974367
Apathy_Beta_channel68,0.2776643517836054,0.23590585337276676
BDI_Beta_channel11,0.2774935586736449,0.2362060757029697
mH&Y_Alpha_channel15,-0.277465685040164,0.2362550957558846
MoCA corretto_Delta_channel76,-0.27745870036164366,0.23626738041246143
MoCA corretto_Alpha_channel92,0.2767695227370784,0.23748153598028726
mH&Y_Gamma_channel49,-0.27667711826027386,0.23764463471046773
Apathy_Delta_channel77,0.27654572159021845,0.2378766811374618
BDI_Alpha_channel70,0.27630494890220825,0.23830226475740113
Apathy_Theta_channel0,0.27629043966115435,0.23832792659553703
UPDRS III _Alpha_channel11,-0.27619904940987156,0.23848960536154173
BDI_Alpha_channel53,0.2760695850312288,0.2387187622068526
MoCA corretto_Theta_channel102,0.2758774302038248,0.2390591451258349
Apathy_Beta_channel9,0.2757179117133921,0.23934195355354865
MoCA corretto_Beta_channel51,-0.27570254791423626,0.23936920322523858
BDI_Delta_channel110,-0.2756756204670081,0.23941696733402415
Apathy_Beta_channel17,0.274529269988372,0.24145606825829846
mH&Y_Beta_channel69,-0.2744499092727028,0.24159764523722949
MoCA corretto_Alpha_channel52,-0.27433458190388066,0.24180348070276328
UPDRS III _Theta_channel38,0.2741237972677339,0.2421799788711393
MoCA corretto_Theta_channel2,-0.2740732050339311,0.24227040146824247
UPDRS III _Delta_channel33,0.2740265621658272,0.24235378465311136
UPDRS III _Beta_channel77,-0.27401277984591565,0.24237842675559504
Apathy_Gamma_channel45,0.27365861705305555,0.24301220446649927
BDI_Delta_channel26,-0.27365103503793553,0.24302578417946982
UPDRS III _Beta_channel21,-0.27342055778150776,0.24343881135071085
BDI_Gamma_channel22,-0.27282449330649033,0.24450907824756038
MoCA corretto_Theta_channel51,-0.2724722181256213,0.24514302437685467
UPDRS III _Gamma_channel61,-0.27246459032039627,0.24515676283717563
MoCA corretto_Theta_channel11,-0.272456130336035,0.2451720007147395
UPDRS III _Beta_channel9,0.2724401462003352,0.24520079253162833
mH&Y_Beta_channel46,-0.2721067269310737,0.2458018662481452
UPDRS III _Gamma_channel66,-0.27205224937888,0.24590016562869
Apathy_Gamma_channel4,0.2720271073852628,0.24594554037207023
Apathy_Alpha_channel27,-0.2719342640107269,0.24611314492042533
Apathy_Alpha_channel57,0.2718078782328892,0.2463414190773483
MoCA corretto_Gamma_channel20,-0.2717795023880135,0.2463926892958378
Apathy_Delta_channel110,-0.27122161574457904,0.24740208101831992
MoCA corretto_Beta_channel101,0.2710066065524737,0.24779180508542398
MoCA corretto_Delta_channel10,-0.27092285484807704,0.24794371897983872
Apathy_Gamma_channel8,0.2708939034427413,0.24799624663187403
UPDRS III _Gamma_channel18,-0.27073535433247686,0.24828403455839962
BDI_Delta_channel98,-0.27049681202446063,0.2487174228799494
mH&Y_Delta_channel99,-0.27048322263704927,0.24874212688611413
UPDRS III _Beta_channel114,-0.2704298333360251,0.24883919791917444
UPDRS III _Delta_channel8,0.27038265292897024,0.24892500024266667
mH&Y_Delta_channel83,-0.2700994750180542,0.24944038488650774
BDI_Alpha_channel109,0.26931221593717103,0.2508767762428986
MoCA corretto_Gamma_channel18,-0.2693010148325346,0.2508972511596025
UPDRS III _Alpha_channel98,-0.26928557345142345,0.25092547878259946
UPDRS III _Theta_channel47,-0.26928437707836506,0.2509276658973737
Apathy_Delta_channel115,-0.26923797698942187,0.2510125002544821
MoCA corretto_Beta_channel114,0.26902710624785703,0.25139827048247065
Apathy_Gamma_channel17,0.26901180088342963,0.25142628505526277
Apathy_Theta_channel107,0.26890534073906747,0.25162120220586703
UPDRS III _Alpha_channel69,-0.26869932878194214,0.25199866146909133
MoCA corretto_Theta_channel112,0.2686844324429975,0.2520259688173325
Apathy_Gamma_channel67,0.2686717904062473,0.252049145151243
Apathy_Theta_channel79,0.2686282478654383,0.25212898100666037
Apathy_Beta_channel8,0.26855189429481313,0.25226901522314304
UPDRS III _Theta_channel76,-0.26830724809523326,0.252718035566571
BDI_Alpha_channel78,0.2682651645678583,0.25279532635939345
mH&Y_Delta_channel97,-0.2679698567346378,0.2533381132568695
MoCA corretto_Gamma_channel10,-0.2678185403767368,0.2536165254952377
mH&Y_Gamma_channel69,-0.2674955643672775,0.25421143108465216
mH&Y_Theta_channel61,-0.26731958441035286,0.25453595038014853
Apathy_Delta_channel104,-0.2671894726484706,0.25477605474509435
MoCA corretto_Beta_channel90,0.266750059226414,0.25558799854925296
UPDRS III _Alpha_channel104,-0.26652515839481755,0.25600420298684246
MoCA corretto_Alpha_channel47,-0.26650579140160574,0.25604006390358736
BDI_Alpha_channel115,0.2664139660592601,0.25621013580359203
mH&Y_Gamma_channel29,-0.26611920561893115,0.25675655291278987
MoCA corretto_Gamma_channel16,-0.26567154134768484,0.25758783068094826
BDI_Alpha_channel86,0.2653653147146413,0.2581574510600392
Apathy_Gamma_channel53,0.2648300697559319,0.2591549892372477
UPDRS III _Gamma_channel79,-0.26392499659771435,0.26084732010211287
BDI_Delta_channel23,-0.26368702521054765,0.26129344221569484
MoCA corretto_Alpha_channel17,-0.26364252141323463,0.26137692641027027
MoCA corretto_Delta_channel98,0.26296440699427714,0.26265107782417774
MoCA corretto_Beta_channel105,0.2627176884412668,0.2631156230696374
MoCA corretto_Alpha_channel54,-0.26258882697905955,0.2633584615731927
MoCA corretto_Theta_channel53,0.2617805631795629,0.2648848505772058
MoCA corretto_Theta_channel34,0.2613252765259145,0.26574709672877983
mH&Y_Alpha_channel50,-0.2610375104331901,0.2662929930796599
mH&Y_Beta_channel66,-0.2609937157792009,0.2663761339276473
MoCA corretto_Beta_channel104,0.2609496502860632,0.2664598054130267
Apathy_Delta_channel114,-0.2606216410610529,0.26708314796428123
mH&Y_Alpha_channel83,-0.26049312247225115,0.26732763186601616
MoCA corretto_Delta_channel92,0.2602280179494022,0.2678323902952864
MoCA corretto_Alpha_channel107,0.2602013432175391,0.2678832120372075
Apathy_Theta_channel77,0.2596846890178897,0.26886875604686733
MoCA corretto_Beta_channel97,0.25952927499000233,0.26916566052316054
Apathy_Gamma_channel47,0.25952560356066656,0.2691726769424693
MoCA corretto_Theta_channel101,0.25902912203133593,0.2701225525692956
MoCA corretto_Delta_channel59,-0.2589130064512689,0.27034500920019683
MoCA corretto_Gamma_channel29,-0.2588027377087382,0.27055637054365583
mH&Y_Beta_channel41,-0.25878345046772977,0.2705933506464895
Apathy_Gamma_channel115,-0.25828430329025126,0.27155148397256795
BDI_Theta_channel103,0.2581051059855209,0.27189597766050244
mH&Y_Theta_channel68,-0.25789210846714544,0.2723058051892095
MoCA corretto_Theta_channel67,0.2578464928550571,0.2723936241645491
MoCA corretto_Alpha_channel11,-0.25776412341711363,0.27255224629459623
mH&Y_Delta_channel24,-0.25741649990715965,0.27322231477151837
mH&Y_Theta_channel44,-0.2572135580234841,0.27361397472149296
UPDRS III _Theta_channel15,-0.2570017322125023,0.27402315365699437
MoCA corretto_Gamma_channel59,-0.25692124320794146,0.27417873247191926
UPDRS III _Alpha_channel18,-0.2568860821993725,0.27424671319216165
MoCA corretto_Theta_channel10,-0.25649270620197284,0.2750079882994997
UPDRS III _Delta_channel5,0.2562160325959708,0.275544205508662
Apathy_Gamma_channel37,-0.2561776982064013,0.27561855222070686
mH&Y_Gamma_channel68,-0.25614301110564625,0.2756858360615255
MoCA corretto_Alpha_channel79,0.2555483810677271,0.2768408536963606
MoCA corretto_Beta_channel113,0.2545539116407617,0.2787792475010602
MoCA corretto_Alpha_channel42,-0.2545009236829014,0.27888276633695297
BDI_Gamma_channel114,-0.2544354709995826,0.2790106696025567
MoCA corretto_Delta_channel43,-0.25415038937443296,0.2795681821446272
MoCA corretto_Gamma_channel28,-0.2540784078749241,0.27970906023248904
BDI_Gamma_channel115,-0.2538576670888194,0.28014135634780013
UPDRS III _Delta_channel17,-0.253800741824331,0.280252905332632
mH&Y_Theta_channel50,-0.2532705821065458,0.28129311365862786
mH&Y_Gamma_channel40,-0.2531408192983688,0.28154808103772394
Apathy_Gamma_channel9,0.2530944134107551,0.28163929745972205
BDI_Gamma_channel21,-0.25291563196781375,0.2819908853626343
UPDRS III _Alpha_channel9,0.2528711643544367,0.28207837667238306
mH&Y_Beta_channel110,-0.25286266398869106,0.2820951033014584
mH&Y_Beta_channel96,-0.2524385560569498,0.28293042360711307
MoCA corretto_Beta_channel93,0.2521649435517635,0.2834701408493652
MoCA corretto_Delta_channel46,-0.25203896091838274,0.2837188632825502
Apathy_Gamma_channel76,-0.25203183941991625,0.2837329270002285
UPDRS III _Gamma_channel83,-0.25197331310776666,0.2838485225975943
mH&Y_Delta_channel80,0.2519693735749722,0.2838563046338693
Apathy_Theta_channel2,0.2517787063537438,0.284233100772462
UPDRS III _Alpha_channel19,-0.25142396502618847,0.2849349623948301
UPDRS III _Beta_channel113,-0.2513587648386356,0.2850640784569083
mH&Y_Alpha_channel69,-0.2512978899040975,0.2851846618396405
mH&Y_Beta_channel44,-0.25102054404100727,0.28573443783711977
Apathy_Alpha_channel9,0.25056839925271535,0.2866321156150334
UPDRS III _Theta_channel5,0.250497688489441,0.2867726602770212
UPDRS III _Alpha_channel32,0.2504709570198921,0.2868258027980168
MoCA corretto_Alpha_channel48,-0.2504520460191819,0.28686340179048775
mH&Y_Gamma_channel25,-0.2504482367418208,0.28687097579197174
Apathy_Theta_channel8,0.2503119278146547,0.28714208055808044
Apathy_Delta_channel82,0.24993566092860095,0.28789125730836673
UPDRS III _Alpha_channel92,-0.24980571815031047,0.28815026307728386
Apathy_Alpha_channel2,0.24956132726197733,0.2886377789567202
UPDRS III _Alpha_channel78,-0.2492296691738078,0.28930018904907334
mH&Y_Alpha_channel26,-0.2492284379378497,0.28930264989883303
MoCA corretto_Gamma_channel66,0.2492182284095864,0.28932305600057984
MoCA corretto_Theta_channel113,0.24917920688362832,0.28940105770093655
MoCA corretto_Delta_channel28,-0.2489348075690097,0.28988989164371315
BDI_Alpha_channel81,0.2482912649633655,0.29117949750776106
UPDRS III _Delta_channel4,0.2481361168136767,0.29149092788470676
mH&Y_Gamma_channel70,-0.2480858379665958,0.29159189697088905
Apathy_Theta_channel103,0.2478381301211313,0.29208965297219935
MoCA corretto_Beta_channel91,0.24768533588030234,0.2923969449348848
UPDRS III _Theta_channel62,-0.24733495213458379,0.29310236753507646
mH&Y_Theta_channel10,-0.24710090793219627,0.29357414622467637
mH&Y_Gamma_channel44,-0.2469755525303982,0.29382702486212725
mH&Y_Delta_channel93,-0.24683662478344506,0.2941074387932853
Apathy_Gamma_channel14,0.24653876312715947,0.29470919975836
mH&Y_Gamma_channel62,-0.24610261425542446,0.2955916972328838
UPDRS III _Theta_channel8,0.24599437780274264,0.2958109514449365
MoCA corretto_Beta_channel53,0.24594895692047417,0.2959029899925101
UPDRS III _Delta_channel97,-0.24576484243818816,0.2962762494990425
MoCA corretto_Alpha_channel43,-0.24560546865062682,0.2965995839489788
MoCA corretto_Alpha_channel0,-0.24551069636862155,0.2967919583280124
MoCA corretto_Theta_channel71,0.24548309149219127,0.2968480066727738
BDI_Theta_channel86,0.245435095470484,0.2969454721554584
Apathy_Delta_channel87,0.24515360331142677,0.2975174915975318
Apathy_Delta_channel17,0.24507204464072263,0.29768335237875926
BDI_Alpha_channel8,0.24500340201696827,0.2978229903430638
UPDRS III _Theta_channel37,-0.24484185104792172,0.29815178718581997
BDI_Gamma_channel64,-0.2447650841530898,0.29830810473033315
MoCA corretto_Gamma_channel37,-0.2447392328591007,0.2983607560026675
UPDRS III _Delta_channel50,-0.2446877050306533,0.2984657195284446
MoCA corretto_Gamma_channel30,-0.2445281271776967,0.29879092665968243
BDI_Delta_channel65,-0.2444791205800843,0.2988908416148714
UPDRS III _Delta_channel91,-0.24420300653981802,0.29945416537945524
Apathy_Beta_channel58,0.24398411287048177,0.2999012085213112
Apathy_Delta_channel98,-0.24394206292640513,0.29998713300024227
Apathy_Delta_channel85,0.24386098271448953,0.30015285391256064
MoCA corretto_Delta_channel52,-0.24319156386520013,0.3015232180184716
mH&Y_Gamma_channel74,-0.24279912025141165,0.3023283539743342
Apathy_Gamma_channel68,0.24268221223503905,0.302568454432651
MoCA corretto_Delta_channel74,-0.2425806734178741,0.3027770843153872
mH&Y_Theta_channel74,-0.2425495331846705,0.3028410850707617
UPDRS III _Beta_channel47,-0.24251994726511444,0.30290189894676794
UPDRS III _Delta_channel64,-0.24243935952267692,0.3030675847240534
MoCA corretto_Gamma_channel67,0.2423308588991587,0.30329074540978673
UPDRS III _Beta_channel112,-0.24229933650088825,0.30335559839374393
BDI_Delta_channel63,-0.24225366928142034,0.30344956733064754
Apathy_Theta_channel66,0.24215184051568434,0.30365916290025685
BDI_Theta_channel101,0.24141854952083205,0.30517110016643156
MoCA corretto_Gamma_channel76,-0.24140062319925334,0.305208118620666
MoCA corretto_Delta_channel48,-0.2413911837499684,0.30522761249343444
Apathy_Alpha_channel106,-0.24124131183690878,0.30553722149213103
mH&Y_Theta_channel39,-0.2410344664422254,0.30596484012318026
UPDRS III _Delta_channel16,-0.2409990851819756,0.3060380213132837
BDI_Gamma_channel27,-0.24089154173274685,0.3062605249802114
BDI_Alpha_channel84,0.24082395189088537,0.3064004161350218
mH&Y_Beta_channel48,-0.24077478734252958,0.3065021966361845
UPDRS III _Delta_channel89,-0.24052705517540796,0.3070153633978357
Apathy_Delta_channel112,-0.24034983607164329,0.3073827840922656
MoCA corretto_Alpha_channel100,0.24026389900633263,0.30756104940554835
UPDRS III _Beta_channel92,-0.24025391247183062,0.30758176923238695
MoCA corretto_Theta_channel70,0.24013289000011784,0.3078329309089676
mH&Y_Gamma_channel48,-0.23998573740616705,0.3081384882351328
MoCA corretto_Theta_channel66,0.23989875686451315,0.3083191865288114
UPDRS III _Gamma_channel109,-0.23988059802111733,0.30835691881494864
MoCA corretto_Theta_channel23,0.23975041639131964,0.30862750511380177
Apathy_Alpha_channel50,0.23968653650656313,0.3087603337590244
BDI_Theta_channel80,0.23914105345355552,0.3098959901401518
BDI_Gamma_channel104,-0.23899494343755662,0.31020060805558525
UPDRS III _Theta_channel20,-0.23886930613470836,0.31046268775363783
BDI_Gamma_channel23,-0.23882792611340914,0.310549035796472
mH&Y_Beta_channel70,-0.23864231939974778,0.31093652104596947
MoCA corretto_Delta_channel18,-0.23828716192544983,0.31167878401181137
mH&Y_Theta_channel65,-0.23813064807511186,0.31200622936344924
mH&Y_Alpha_channel18,-0.2379667420832766,0.3123493619134744
MoCA corretto_Delta_channel54,-0.2376080770486772,0.3131010090457579
BDI_Gamma_channel113,-0.23751749437427688,0.3132910132865899
Apathy_Alpha_channel13,0.23744484225303397,0.31344345689355274
MoCA corretto_Delta_channel20,-0.23735341073704558,0.31363536807802794
MoCA corretto_Delta_channel0,-0.23729152686312613,0.31376529999390734
mH&Y_Theta_channel41,-0.23722486303044,0.31390530415077333
mH&Y_Theta_channel81,-0.23720015084178783,0.3139572130321411
mH&Y_Theta_channel18,-0.23708246770969627,0.31420448165504533
mH&Y_Beta_channel22,-0.23705330230127344,0.3142657803223469
UPDRS III _Gamma_channel8,0.23682842056768827,0.3147386688628147
Apathy_Beta_channel0,0.23673469160851898,0.31493589123937454
UPDRS III _Theta_channel31,0.23649362222915027,0.3154434848079187
Apathy_Gamma_channel2,0.23619618133042614,0.31607044995630773
MoCA corretto_Alpha_channel67,0.23611664476239444,0.3162382288355244
mH&Y_Beta_channel73,-0.23604990836110787,0.3163790475281006
MoCA corretto_Delta_channel42,-0.23594768199987273,0.3165948255295513
UPDRS III _Alpha_channel27,-0.23586225222984827,0.3167752171699604
MoCA corretto_Gamma_channel55,-0.2357929234910804,0.3169216554986045
MoCA corretto_Delta_channel90,0.2356617576702429,0.3171988190085116
UPDRS III _Alpha_channel6,-0.23527803536181824,0.3180104874205967
Apathy_Gamma_channel109,-0.23515988126932108,0.31826066293629385
MoCA corretto_Alpha_channel18,-0.2350940606966059,0.31840008028311073
MoCA corretto_Alpha_channel49,-0.23471662050976336,0.31920025786996986
mH&Y_Theta_channel46,-0.2345429192460132,0.3195689102127658
UPDRS III _Delta_channel99,-0.234431176073313,0.3198062011667428
mH&Y_Delta_channel7,-0.2344206567393633,0.3198285448010041
BDI_Delta_channel24,-0.2342180668353786,0.3202590386866286
MoCA corretto_Delta_channel55,-0.23383646612733636,0.32107086145835584
BDI_Delta_channel94,-0.23374661604017002,0.3212621882924128
UPDRS III _Theta_channel64,-0.2335529180683716,0.32167488025163904
mH&Y_Beta_channel42,-0.23343099766548253,0.32193480535826435
Apathy_Delta_channel15,0.2334184351375342,0.3219615948363588
BDI_Alpha_channel74,0.2333888357147143,0.32202472059586223
BDI_Delta_channel112,-0.2333844506785202,0.3220340730524698
Apathy_Beta_channel77,0.2332876020221597,0.3222406742927274
Apathy_Alpha_channel71,0.23304652020495506,0.32275530227091553
mH&Y_Theta_channel84,0.23298463921830395,0.3228874761445392
Apathy_Delta_channel113,-0.23295195627939277,0.3229572978470059
mH&Y_Theta_channel79,-0.2327957995112805,0.3232910251413875
MoCA corretto_Theta_channel103,0.2325332716841335,0.32385254387958723
MoCA corretto_Theta_channel93,0.23204758256995556,0.32489290985150393
Apathy_Theta_channel69,0.23198324191844116,0.32503087905404315
BDI_Gamma_channel108,-0.23164109758148405,0.32576514297906967
BDI_Beta_channel97,0.2311749566930944,0.3267670959119514
MoCA corretto_Theta_channel114,0.230506214888557,0.32820772217396366
mH&Y_Delta_channel26,-0.23045252878340494,0.3283235375614776
mH&Y_Theta_channel40,-0.2301812468615693,0.32890913602771465
MoCA corretto_Delta_channel81,0.22992656784025334,0.3294594574509147
Apathy_Beta_channel76,-0.22987258653573153,0.32957617254525023
mH&Y_Theta_channel42,-0.22951279393252264,0.3303547192013151
MoCA corretto_Beta_channel106,0.22914199930558957,0.33115820981500776
UPDRS III _Alpha_channel68,-0.22905684802427662,0.3313428906407191
Apathy_Theta_channel15,0.22895180744972157,0.3315707922780232
UPDRS III _Delta_channel73,-0.22887652531634023,0.33173418535626387
mH&Y_Theta_channel49,-0.22876254329782786,0.33198166352571706
MoCA corretto_Theta_channel69,0.22870740310109794,0.332101423230027
Apathy_Theta_channel17,0.2286373956288295,0.3322535101032374
MoCA corretto_Delta_channel102,0.22827280291560076,0.3330462294442087
MoCA corretto_Alpha_channel53,0.22813629831880353,0.3333433126753227
Apathy_Beta_channel40,0.2278320873960565,0.33400594724181487
UPDRS III _Beta_channel45,-0.22756584764499918,0.3345865090724537
mH&Y_Alpha_channel79,-0.22738777586988537,0.33497514342791823
mH&Y_Beta_channel81,-0.22733945707973785,0.33508064302271634
mH&Y_Beta_channel27,-0.22711755826506086,0.3355653895842301
BDI_Delta_channel111,-0.2268555527340193,0.33613828164468884
Apathy_Beta_channel56,0.22665359563144769,0.33658026613596737
Apathy_Beta_channel14,0.22655691135495332,0.3367919811674625
Apathy_Alpha_channel16,0.22619462965143997,0.3375859856001985
Apathy_Theta_channel9,0.22611019187959647,0.3377712036999659
BDI_Gamma_channel85,-0.22588086262717832,0.338274548791623
UPDRS III _Gamma_channel73,-0.22587134774530282,0.33829544210707385
Apathy_Delta_channel5,0.22575418251072737,0.338552782209537
mH&Y_Delta_channel86,0.22568461631299278,0.3387056307541804
mH&Y_Beta_channel39,-0.22558896601569378,0.33891585648006334
Apathy_Alpha_channel40,0.22549005940000194,0.3391333195641714
UPDRS III _Theta_channel4,0.22545893020195196,0.3392017793403666
MoCA corretto_Beta_channel0,-0.22540900202897315,0.3393115990041188
mH&Y_Delta_channel28,-0.22522439344425021,0.3397178363102927
MoCA corretto_Beta_channel111,0.22500574609538132,0.34019934543927344
Apathy_Theta_channel11,0.22461245986437994,0.34106645270401875
MoCA corretto_Theta_channel54,-0.2245550089527319,0.34119322711724076
mH&Y_Theta_channel24,-0.22453580760124436,0.34123560404459025
UPDRS III _Gamma_channel108,-0.22452956497296955,0.3412493820402896
mH&Y_Theta_channel72,-0.22448116184166692,0.34135622278765965
Apathy_Theta_channel93,0.22446480741644448,0.341392326506078
MoCA corretto_Delta_channel34,0.2243150539987737,0.34172302314603487
BDI_Alpha_channel80,0.22394639897393293,0.3425379122331702
MoCA corretto_Delta_channel50,-0.22371861242897131,0.34304198714053635
UPDRS III _Alpha_channel57,-0.22313542682372267,0.3443345064951103
UPDRS III _Gamma_channel64,-0.2231032334342022,0.34440593957985766
mH&Y_Beta_channel111,-0.22230347492543168,0.34618327555826856
MoCA corretto_Delta_channel37,-0.22223817103986696,0.3463286383498796
mH&Y_Alpha_channel70,-0.22214186671727232,0.3465430711783089
mH&Y_Theta_channel19,-0.2219038225176703,0.34707343573137106
UPDRS III _Delta_channel57,-0.22116962483801494,0.34871220481053855
MoCA corretto_Beta_channel18,-0.22083904469886298,0.3494515415037761
Apathy_Alpha_channel88,-0.2208062912942428,0.3495248433883247
BDI_Delta_channel22,-0.22068787543538906,0.34978993162724015
MoCA corretto_Gamma_channel81,0.22061263890653204,0.3499584182537745
BDI_Beta_channel66,0.2205954047981191,0.34999701938342676
Apathy_Alpha_channel98,-0.22041665520779155,0.3503975300665274
MoCA corretto_Beta_channel17,-0.22037982700743725,0.3504800812115064
MoCA corretto_Delta_channel49,-0.22037704120024293,0.3504863261122648
UPDRS III _Delta_channel61,-0.22025045376747981,0.35077016322057814
BDI_Delta_channel27,-0.22014539049980952,0.3510058394570034
MoCA corretto_Theta_channel3,-0.22007287740263673,0.351168553145815
Apathy_Gamma_channel54,0.21992883985063105,0.35149189159805583
MoCA corretto_Theta_channel14,-0.2197210040071531,0.3519587493596692
MoCA corretto_Beta_channel99,0.21960451967643635,0.3522205627276842
mH&Y_Alpha_channel81,-0.21957747405328407,0.35228136731920523
MoCA corretto_Theta_channel91,0.21954429077131415,0.35235597902954463
Apathy_Delta_channel111,-0.21929169972211748,0.3529242226472634
MoCA corretto_Beta_channel54,-0.21927461298176287,0.35296268109452733
UPDRS III _Beta_channel69,-0.21901203437919053,0.35355399161337986
UPDRS III _Delta_channel87,-0.21885400513923048,0.3539101391526117
Apathy_Theta_channel50,0.21872311928179433,0.35420527092331056
BDI_Alpha_channel20,0.21848901420200967,0.3547335036903783
MoCA corretto_Theta_channel87,0.21837954812812352,0.35498065787685007
Apathy_Alpha_channel76,-0.21831648588851094,0.35512308584731134
MoCA corretto_Gamma_channel69,0.2182762676201976,0.3552139372266023
UPDRS III _Gamma_channel62,-0.2181725177017501,0.35544836580563216
mH&Y_Beta_channel91,-0.2181207320321172,0.35556541170041434
mH&Y_Alpha_channel72,-0.21797192256692954,0.3559018742524893
BDI_Alpha_channel68,0.21772597721887205,0.35645836585375335
MoCA corretto_Beta_channel50,-0.21752884644101175,0.35690476803543575
mH&Y_Gamma_channel97,-0.21750408932627838,0.35696085319634396
MoCA corretto_Delta_channel19,-0.21727632192349602,0.35747707906027015
MoCA corretto_Theta_channel52,-0.21726999815700296,0.3574914177524732
Apathy_Gamma_channel56,0.21690725071067785,0.35831447556597407
BDI_Delta_channel76,-0.21675314874757765,0.3586644553852545
UPDRS III _Beta_channel40,-0.21666098005469298,0.35887387284163685
MoCA corretto_Gamma_channel112,0.21663543193506044,0.35893193342274776
MoCA corretto_Theta_channel104,0.21651206303331433,0.35921237714591836
BDI_Gamma_channel87,-0.21649317553102618,0.35925532355394174
Apathy_Delta_channel14,0.21634692086383248,0.35958797724811753
MoCA corretto_Gamma_channel107,0.21633955855477383,0.3596047273642866
Apathy_Delta_channel12,0.21625697301882657,0.3597926498252103
MoCA corretto_Beta_channel78,0.21624197350554464,0.3598267870955792
mH&Y_Delta_channel101,-0.21621201040287413,0.3598949854419269
mH&Y_Beta_channel49,-0.21603496211892345,0.36029811243814114
mH&Y_Delta_channel84,0.21592508732440235,0.3605484201097454
MoCA corretto_Delta_channel70,0.21587190697410563,0.36066960698692835
UPDRS III _Beta_channel90,-0.21580709301194853,0.36081733599906496
Apathy_Theta_channel91,0.21539849740801786,0.36174943712107666
UPDRS III _Gamma_channel33,0.21521985249483006,0.3621574003301302
Apathy_Alpha_channel0,0.21519783419395494,0.36220770073896025
Apathy_Theta_channel70,0.21517718217302895,0.36225488354028434
UPDRS III _Gamma_channel96,-0.21510412115312783,0.3624218312064398
MoCA corretto_Delta_channel41,-0.21509197759679038,0.3624495840371269
mH&Y_Gamma_channel13,-0.21502660834821918,0.3625989995252986
mH&Y_Gamma_channel88,-0.21482419888449494,0.36306187337873475
BDI_Delta_channel34,0.2143917535451832,0.36405192915370876
mH&Y_Beta_channel86,0.21385523648966126,0.36528239167257603
BDI_Theta_channel45,0.21382452033489327,0.36535290864807124
BDI_Gamma_channel30,-0.21308783131436917,0.36704649698462394
MoCA corretto_Theta_channel115,0.21296119306287803,0.36733807763537474
mH&Y_Alpha_channel110,-0.2129302224819669,0.3674094065012173
MoCA corretto_Theta_channel95,0.21271439049473462,0.36790671167931444
mH&Y_Alpha_channel91,-0.21258972558196126,0.36819413037346493
UPDRS III _Theta_channel23,0.2125591762179204,0.36826458232600695
BDI_Gamma_channel106,-0.2122649095095286,0.3689436032026393
mH&Y_Beta_channel80,0.21221228909075787,0.36906509984655866
Apathy_Beta_channel54,0.2119389456258773,0.36969659535345456
MoCA corretto_Theta_channel86,-0.21186209101745407,0.36987426022080405
BDI_Beta_channel79,0.21173659932351635,0.37016446366081346
MoCA corretto_Delta_channel68,0.21134169256768928,0.37107854066408036
MoCA corretto_Gamma_channel43,-0.21110067149500608,0.37163705216433607
mH&Y_Theta_channel69,-0.21085792402397543,0.37220004540684415
mH&Y_Beta_channel74,-0.21085243769797363,0.37221277517399
UPDRS III _Gamma_channel5,0.210775281800376,0.3723918239388782
MoCA corretto_Alpha_channel55,-0.21073795122095884,0.37247847116709787
mH&Y_Delta_channel32,0.21072553847242498,0.3725072846671239
